lat,lon,trend_1901_2023_C_decade,trend_1994_2023_C_decade
37.5000,-2.5000,0.1280,0.2688
42.5000,-2.5000,0.1279,0.2784
47.5000,-2.5000,0.1135,0.1845
52.5000,-2.5000,0.1129,0.1949
57.5000,-2.5000,0.0940,0.1747
62.5000,-2.5000,0.0785,0.1373
67.5000,-2.5000,0.0963,0.2744
72.5000,-2.5000,0.1576,0.5782
77.5000,-2.5000,0.2170,0.0155
82.5000,-2.5000,0.1468,0.3608
87.5000,-2.5000,0.1276,0.4565
-87.5000,2.5000,0.1675,0.3051
-82.5000,2.5000,0.1807,0.0928
-77.5000,2.5000,0.1738,-0.0412
-72.5000,2.5000,0.1992,0.0375
-67.5000,2.5000,0.1723,-0.0262
-62.5000,2.5000,0.0966,0.0577
-57.5000,2.5000,0.0582,0.0759
-52.5000,2.5000,0.0596,0.1513
-47.5000,2.5000,0.0778,0.1586
-42.5000,2.5000,0.1195,0.1842
-37.5000,2.5000,0.1437,0.1573
-32.5000,2.5000,0.1259,0.1746
-27.5000,2.5000,0.1057,0.1392
-22.5000,2.5000,0.1068,0.1127
-17.5000,2.5000,0.1183,0.1131
-12.5000,2.5000,0.1252,0.1702
-7.5000,2.5000,0.1345,0.1837
-2.5000,2.5000,0.1389,0.1661
2.5000,2.5000,0.1244,0.1559
7.5000,2.5000,0.1142,0.1840
12.5000,2.5000,0.1075,0.1552
17.5000,2.5000,0.1160,0.1354
22.5000,2.5000,0.1173,0.2430
27.5000,2.5000,0.1234,0.2882
32.5000,2.5000,0.1268,0.2825
37.5000,2.5000,0.1212,0.2990
42.5000,2.5000,0.1262,0.3161
47.5000,2.5000,0.1367,0.2739
52.5000,2.5000,0.1309,0.2781
57.5000,2.5000,0.1060,0.2679
62.5000,2.5000,0.0845,0.2251
67.5000,2.5000,0.0896,0.2554
72.5000,2.5000,0.1345,0.6040
77.5000,2.5000,0.2063,0.0859
82.5000,2.5000,0.1868,0.3612
87.5000,2.5000,0.1295,0.4687
-87.5000,7.5000,0.1659,0.3044
-82.5000,7.5000,0.1821,0.0945
-77.5000,7.5000,0.1711,-0.0196
-72.5000,7.5000,0.1863,0.0623
-67.5000,7.5000,0.1539,-0.0435
-62.5000,7.5000,0.0934,0.0171
-57.5000,7.5000,0.0566,0.0148
-52.5000,7.5000,0.0726,0.0981
-47.5000,7.5000,0.0892,0.1421
-42.5000,7.5000,0.1322,0.1853
-37.5000,7.5000,0.1475,0.1970
-32.5000,7.5000,0.1279,0.1773
-27.5000,7.5000,0.1115,0.1227
-22.5000,7.5000,0.1184,0.1368
-17.5000,7.5000,0.1320,0.1949
-12.5000,7.5000,0.1419,0.2288
-7.5000,7.5000,0.1366,0.2071
-2.5000,7.5000,0.1293,0.1667
2.5000,7.5000,0.1176,0.1482
7.5000,7.5000,0.1114,0.2017
12.5000,7.5000,0.1052,0.1676
17.5000,7.5000,0.1131,0.1543
22.5000,7.5000,0.1110,0.2715
27.5000,7.5000,0.1166,0.3222
32.5000,7.5000,0.1195,0.2798
37.5000,7.5000,0.1166,0.3042
42.5000,7.5000,0.1211,0.3990
47.5000,7.5000,0.1430,0.3728
52.5000,7.5000,0.1332,0.3515
57.5000,7.5000,0.1145,0.3543
62.5000,7.5000,0.0982,0.3580
67.5000,7.5000,0.0874,0.3451
72.5000,7.5000,0.1224,0.4410
77.5000,7.5000,0.2050,0.4447
82.5000,7.5000,0.2187,0.4717
87.5000,7.5000,0.1314,0.4801
-87.5000,12.5000,0.1653,0.3040
-82.5000,12.5000,0.1756,0.1051
-77.5000,12.5000,0.1669,0.0077
-72.5000,12.5000,0.1703,0.0558
-67.5000,12.5000,0.1303,-0.0241
-62.5000,12.5000,0.0976,-0.0028
-57.5000,12.5000,0.0590,-0.0218
-52.5000,12.5000,0.0707,0.0254
-47.5000,12.5000,0.1066,0.1123
-42.5000,12.5000,0.1628,0.2322
-37.5000,12.5000,0.1538,0.2305
-32.5000,12.5000,0.1242,0.2052
-27.5000,12.5000,0.1070,0.2011
-22.5000,12.5000,0.1164,0.2015
-17.5000,12.5000,0.1235,0.3069
-12.5000,12.5000,0.1316,0.2814
-7.5000,12.5000,0.1269,0.2421
-2.5000,12.5000,0.1145,0.1923
2.5000,12.5000,0.1117,0.1940
7.5000,12.5000,0.1030,0.2117
12.5000,12.5000,0.0979,0.1952
17.5000,12.5000,0.1109,0.1838
22.5000,12.5000,0.1114,0.2519
27.5000,12.5000,0.1062,0.2599
32.5000,12.5000,0.1080,0.2891
37.5000,12.5000,0.1068,0.3469
42.5000,12.5000,0.1174,0.3569
47.5000,12.5000,0.1411,0.4088
52.5000,12.5000,0.1319,0.4361
57.5000,12.5000,0.1190,0.4526
62.5000,12.5000,0.1141,0.3904
67.5000,12.5000,0.0993,0.4022
72.5000,12.5000,0.1114,0.3917
77.5000,12.5000,0.1852,1.0500
82.5000,12.5000,0.2477,0.6628
87.5000,12.5000,0.1331,0.4897
-87.5000,17.5000,0.1647,0.3042
-82.5000,17.5000,0.1760,0.1222
-77.5000,17.5000,0.1607,0.0353
-72.5000,17.5000,0.1559,0.0865
-67.5000,17.5000,0.1360,0.0309
-62.5000,17.5000,0.1062,-0.0015
-57.5000,17.5000,0.0716,-0.0330
-52.5000,17.5000,0.0711,0.0364
-47.5000,17.5000,0.1137,0.1030
-42.5000,17.5000,0.1566,0.1986
-37.5000,17.5000,0.1344,0.2682
-32.5000,17.5000,0.1094,0.2417
-27.5000,17.5000,0.0998,0.2607
-22.5000,17.5000,0.1130,0.2031
-17.5000,17.5000,0.1323,0.2888
-12.5000,17.5000,0.1198,0.3391
-7.5000,17.5000,0.1168,0.3037
-2.5000,17.5000,0.1063,0.2179
2.5000,17.5000,0.1042,0.1810
7.5000,17.5000,0.0970,0.2018
12.5000,17.5000,0.0966,0.2268
17.5000,17.5000,0.1054,0.2239
22.5000,17.5000,0.1096,0.1954
27.5000,17.5000,0.0977,0.2339
32.5000,17.5000,0.0930,0.2729
37.5000,17.5000,0.0943,0.3584
42.5000,17.5000,0.1152,0.3926
47.5000,17.5000,0.1382,0.4586
52.5000,17.5000,0.1330,0.4573
57.5000,17.5000,0.1365,0.4785
62.5000,17.5000,0.1388,0.4190
67.5000,17.5000,0.1220,0.3749
72.5000,17.5000,0.1267,0.4734
77.5000,17.5000,0.1746,1.3165
82.5000,17.5000,0.2577,0.8934
87.5000,17.5000,0.1342,0.5007
-87.5000,22.5000,0.1641,0.3058
-82.5000,22.5000,0.1752,0.1395
-77.5000,22.5000,0.1596,0.0608
-72.5000,22.5000,0.1512,0.1146
-67.5000,22.5000,0.1410,0.0704
-62.5000,22.5000,0.1149,-0.0004
-57.5000,22.5000,0.0782,0.0063
-52.5000,22.5000,0.0710,0.0011
-47.5000,22.5000,0.1010,0.0011
-42.5000,22.5000,0.1328,0.1088
-37.5000,22.5000,0.0954,0.1849
-32.5000,22.5000,0.1110,0.2980
-27.5000,22.5000,0.1150,0.2376
-22.5000,22.5000,0.1130,0.1406
-17.5000,22.5000,0.1045,0.1733
-12.5000,22.5000,0.1141,0.2883
-7.5000,22.5000,0.1183,0.2881
-2.5000,22.5000,0.1041,0.2466
2.5000,22.5000,0.1035,0.2133
7.5000,22.5000,0.0972,0.2144
12.5000,22.5000,0.0971,0.2597
17.5000,22.5000,0.0935,0.2385
22.5000,22.5000,0.0940,0.2087
27.5000,22.5000,0.0983,0.2612
32.5000,22.5000,0.0910,0.3054
37.5000,22.5000,0.0908,0.3705
42.5000,22.5000,0.1141,0.3917
47.5000,22.5000,0.1279,0.4653
52.5000,22.5000,0.1364,0.4730
57.5000,22.5000,0.1206,0.4996
62.5000,22.5000,0.1360,0.5326
67.5000,22.5000,0.1263,0.4363
72.5000,22.5000,0.1288,0.4650
77.5000,22.5000,0.1998,1.1412
82.5000,22.5000,0.2403,1.0573
87.5000,22.5000,0.1351,0.5134
-87.5000,27.5000,0.1635,0.3100
-82.5000,27.5000,0.1750,0.1544
-77.5000,27.5000,0.1628,0.0811
-72.5000,27.5000,0.1493,0.1361
-67.5000,27.5000,0.1564,0.1128
-62.5000,27.5000,0.1199,0.0138
-57.5000,27.5000,0.0871,0.0015
-52.5000,27.5000,0.0838,-0.0186
-47.5000,27.5000,0.1089,-0.0083
-42.5000,27.5000,0.1201,0.0474
-37.5000,27.5000,0.0908,0.0434
-32.5000,27.5000,0.1135,0.2169
-27.5000,27.5000,0.1138,0.2145
-22.5000,27.5000,0.1029,0.1501
-17.5000,27.5000,0.0983,0.1645
-12.5000,27.5000,0.1033,0.2057
-7.5000,27.5000,0.1090,0.2350
-2.5000,27.5000,0.1014,0.2412
2.5000,27.5000,0.1046,0.2440
7.5000,27.5000,0.1012,0.2264
12.5000,27.5000,0.0940,0.2095
17.5000,27.5000,0.0803,0.2655
22.5000,27.5000,0.0904,0.3109
27.5000,27.5000,0.1020,0.3512
32.5000,27.5000,0.0844,0.3516
37.5000,27.5000,0.0922,0.3574
42.5000,27.5000,0.1115,0.4095
47.5000,27.5000,0.1338,0.4783
52.5000,27.5000,0.1488,0.5279
57.5000,27.5000,0.1479,0.5370
62.5000,27.5000,0.1411,0.6091
67.5000,27.5000,0.1303,0.5074
72.5000,27.5000,0.1230,0.4817
77.5000,27.5000,0.2238,1.0950
82.5000,27.5000,0.2269,1.1046
87.5000,27.5000,0.1364,0.5256
-87.5000,32.5000,0.1625,0.3148
-82.5000,32.5000,0.1740,0.1635
-77.5000,32.5000,0.1598,0.0965
-72.5000,32.5000,0.1369,0.1422
-67.5000,32.5000,0.1644,0.1373
-62.5000,32.5000,0.1246,0.0257
-57.5000,32.5000,0.0808,-0.0000
-52.5000,32.5000,0.0862,-0.0698
-47.5000,32.5000,0.1113,-0.0889
-42.5000,32.5000,0.1152,0.0538
-37.5000,32.5000,0.0876,0.0066
-32.5000,32.5000,0.0899,0.0930
-27.5000,32.5000,0.1091,0.1381
-22.5000,32.5000,0.1001,0.1874
-17.5000,32.5000,0.0979,0.1883
-12.5000,32.5000,0.1045,0.1853
-7.5000,32.5000,0.1112,0.1984
-2.5000,32.5000,0.1066,0.2230
2.5000,32.5000,0.1073,0.2055
7.5000,32.5000,0.1119,0.1787
12.5000,32.5000,0.1006,0.1932
17.5000,32.5000,0.0828,0.2681
22.5000,32.5000,0.0889,0.3850
27.5000,32.5000,0.0969,0.4016
32.5000,32.5000,0.0839,0.4214
37.5000,32.5000,0.0979,0.4041
42.5000,32.5000,0.1019,0.4076
47.5000,32.5000,0.1355,0.4580
52.5000,32.5000,0.1616,0.5322
57.5000,32.5000,0.1609,0.5416
62.5000,32.5000,0.1464,0.6139
67.5000,32.5000,0.1362,0.5927
72.5000,32.5000,0.1276,0.5523
77.5000,32.5000,0.2217,1.1655
82.5000,32.5000,0.2104,1.0872
87.5000,32.5000,0.1355,0.5386
-87.5000,37.5000,0.1611,0.3193
-82.5000,37.5000,0.1714,0.1628
-77.5000,37.5000,0.1529,0.0930
-72.5000,37.5000,0.1338,0.1540
-67.5000,37.5000,0.2019,0.1553
-62.5000,37.5000,0.1379,0.0290
-57.5000,37.5000,0.0751,-0.0083
-52.5000,37.5000,0.0919,-0.0365
-47.5000,37.5000,0.1183,-0.0561
-42.5000,37.5000,0.1439,0.0556
-37.5000,37.5000,0.0904,0.0210
-32.5000,37.5000,0.0789,0.0781
-27.5000,37.5000,0.0943,0.1388
-22.5000,37.5000,0.1062,0.1730
-17.5000,37.5000,0.1038,0.1814
-12.5000,37.5000,0.1132,0.1686
-7.5000,37.5000,0.1096,0.1786
-2.5000,37.5000,0.1118,0.1922
2.5000,37.5000,0.1140,0.1908
7.5000,37.5000,0.1176,0.1650
12.5000,37.5000,0.1172,0.2140
17.5000,37.5000,0.0943,0.2491
22.5000,37.5000,0.0822,0.3091
27.5000,37.5000,0.1047,0.4281
32.5000,37.5000,0.1116,0.4187
37.5000,37.5000,0.1118,0.4468
42.5000,37.5000,0.1021,0.4669
47.5000,37.5000,0.1491,0.4746
52.5000,37.5000,0.1740,0.5606
57.5000,37.5000,0.1689,0.5556
62.5000,37.5000,0.1489,0.6334
67.5000,37.5000,0.1578,0.6838
72.5000,37.5000,0.1391,0.6704
77.5000,37.5000,0.2461,1.1798
82.5000,37.5000,0.2042,1.0873
87.5000,37.5000,0.1343,0.5516
-87.5000,42.5000,0.1596,0.3255
-82.5000,42.5000,0.1675,0.1543
-77.5000,42.5000,0.1553,0.0685
-72.5000,42.5000,0.1390,0.1493
-67.5000,42.5000,0.1672,0.1959
-62.5000,42.5000,0.1479,0.0760
-57.5000,42.5000,0.0648,-0.0017
-52.5000,42.5000,0.0889,-0.0097
-47.5000,42.5000,0.1260,-0.0180
-42.5000,42.5000,0.1642,0.1016
-37.5000,42.5000,0.0986,0.0505
-32.5000,42.5000,0.0751,0.0571
-27.5000,42.5000,0.0904,0.1699
-22.5000,42.5000,0.1038,0.2057
-17.5000,42.5000,0.0966,0.2251
-12.5000,42.5000,0.0876,0.1884
-7.5000,42.5000,0.0860,0.1811
-2.5000,42.5000,0.0961,0.1825
2.5000,42.5000,0.1102,0.2063
7.5000,42.5000,0.1154,0.1942
12.5000,42.5000,0.1139,0.1918
17.5000,42.5000,0.1031,0.2146
22.5000,42.5000,0.1156,0.3338
27.5000,42.5000,0.1187,0.4235
32.5000,42.5000,0.1187,0.4296
37.5000,42.5000,0.1187,0.4687
42.5000,42.5000,0.1274,0.4513
47.5000,42.5000,0.1705,0.4904
52.5000,42.5000,0.1837,0.5242
57.5000,42.5000,0.1723,0.5260
62.5000,42.5000,0.1452,0.5923
67.5000,42.5000,0.1300,0.8340
72.5000,42.5000,0.1651,0.7929
77.5000,42.5000,0.2800,1.2991
82.5000,42.5000,0.2062,1.0651
87.5000,42.5000,0.1342,0.5623
-87.5000,47.5000,0.1588,0.3340
-82.5000,47.5000,0.1615,0.1459
-77.5000,47.5000,0.1278,0.0460
-72.5000,47.5000,0.1360,0.1148
-67.5000,47.5000,0.1317,0.1949
-62.5000,47.5000,0.1576,0.1161
-57.5000,47.5000,0.0683,0.0318
-52.5000,47.5000,0.0886,0.0343
-47.5000,47.5000,0.1278,0.0091
-42.5000,47.5000,0.1637,0.1182
-37.5000,47.5000,0.1019,0.0528
-32.5000,47.5000,0.0825,0.0741
-27.5000,47.5000,0.0884,0.2182
-22.5000,47.5000,0.1050,0.2421
-17.5000,47.5000,0.1084,0.1997
-12.5000,47.5000,0.0793,0.1801
-7.5000,47.5000,0.0818,0.1478
-2.5000,47.5000,0.0954,0.1749
2.5000,47.5000,0.1020,0.1787
7.5000,47.5000,0.1106,0.2190
12.5000,47.5000,0.1127,0.1829
17.5000,47.5000,0.1228,0.2540
22.5000,47.5000,0.1170,0.3433
27.5000,47.5000,0.1107,0.4090
32.5000,47.5000,0.1223,0.4196
37.5000,47.5000,0.1264,0.4212
42.5000,47.5000,0.1285,0.4452
47.5000,47.5000,0.1743,0.4820
52.5000,47.5000,0.1876,0.4143
57.5000,47.5000,0.1733,0.4408
62.5000,47.5000,0.1463,0.5613
67.5000,47.5000,0.1680,0.9754
72.5000,47.5000,0.1999,1.1935
77.5000,47.5000,0.3279,1.4990
82.5000,47.5000,0.2104,1.0392
87.5000,47.5000,0.1344,0.5718
-87.5000,52.5000,0.1588,0.3436
-82.5000,52.5000,0.1542,0.1347
-77.5000,52.5000,0.1431,0.0121
-72.5000,52.5000,0.1354,0.0647
-67.5000,52.5000,0.1480,0.2342
-62.5000,52.5000,0.1542,0.1538
-57.5000,52.5000,0.0662,0.0603
-52.5000,52.5000,0.0911,0.0799
-47.5000,52.5000,0.1264,0.0586
-42.5000,52.5000,0.1606,0.0649
-37.5000,52.5000,0.1019,0.0261
-32.5000,52.5000,0.0883,0.1435
-27.5000,52.5000,0.0786,0.2333
-22.5000,52.5000,0.0746,0.2682
-17.5000,52.5000,0.0679,0.2769
-12.5000,52.5000,0.0710,0.2297
-7.5000,52.5000,0.0802,0.1476
-2.5000,52.5000,0.0937,0.1566
2.5000,52.5000,0.1029,0.1571
7.5000,52.5000,0.1099,0.1654
12.5000,52.5000,0.1130,0.1591
17.5000,52.5000,0.1106,0.2382
22.5000,52.5000,0.1155,0.3300
27.5000,52.5000,0.1079,0.3676
32.5000,52.5000,0.1326,0.4455
37.5000,52.5000,0.1210,0.3442
42.5000,52.5000,0.1355,0.3796
47.5000,52.5000,0.1685,0.4942
52.5000,52.5000,0.1858,0.4253
57.5000,52.5000,0.1688,0.4102
62.5000,52.5000,0.1425,0.5325
67.5000,52.5000,0.1598,1.0091
72.5000,52.5000,0.2379,1.5410
77.5000,52.5000,0.3580,1.7391
82.5000,52.5000,0.2015,1.0411
87.5000,52.5000,0.1342,0.5814
-87.5000,57.5000,0.1592,0.3524
-82.5000,57.5000,0.1485,0.1258
-77.5000,57.5000,0.1443,-0.0225
-72.5000,57.5000,0.1305,0.0088
-67.5000,57.5000,0.1303,0.1651
-62.5000,57.5000,0.1283,0.2313
-57.5000,57.5000,0.0687,0.1113
-52.5000,57.5000,0.0850,0.1048
-47.5000,57.5000,0.1181,0.0856
-42.5000,57.5000,0.1496,0.0879
-37.5000,57.5000,0.1005,-0.0151
-32.5000,57.5000,0.0894,0.1840
-27.5000,57.5000,0.0771,0.2836
-22.5000,57.5000,0.0693,0.3077
-17.5000,57.5000,0.0655,0.2930
-12.5000,57.5000,0.0697,0.2625
-7.5000,57.5000,0.0809,0.1714
-2.5000,57.5000,0.0948,0.1559
2.5000,57.5000,0.1053,0.1649
7.5000,57.5000,0.1122,0.1448
12.5000,57.5000,0.1087,0.1259
17.5000,57.5000,0.1036,0.2128
22.5000,57.5000,0.1144,0.2935
27.5000,57.5000,0.1203,0.3596
32.5000,57.5000,0.1424,0.3626
37.5000,57.5000,0.1590,0.2567
42.5000,57.5000,0.1651,0.2929
47.5000,57.5000,0.1722,0.4043
52.5000,57.5000,0.1746,0.3452
57.5000,57.5000,0.1590,0.3233
62.5000,57.5000,0.1425,0.5463
67.5000,57.5000,0.1562,1.0102
72.5000,57.5000,0.1900,1.4324
77.5000,57.5000,0.3200,1.7551
82.5000,57.5000,0.1912,0.9955
87.5000,57.5000,0.1331,0.5907
-87.5000,62.5000,0.1598,0.3602
-82.5000,62.5000,0.1456,0.1281
-77.5000,62.5000,0.1456,-0.0495
-72.5000,62.5000,0.1309,-0.0393
-67.5000,62.5000,0.1193,0.1277
-62.5000,62.5000,0.1063,0.2829
-57.5000,62.5000,0.0748,0.1543
-52.5000,62.5000,0.0776,0.1248
-47.5000,62.5000,0.0992,0.0886
-42.5000,62.5000,0.1199,0.0449
-37.5000,62.5000,0.0912,0.0416
-32.5000,62.5000,0.0924,0.2538
-27.5000,62.5000,0.0723,0.3377
-22.5000,62.5000,0.0544,0.3012
-17.5000,62.5000,0.0649,0.2950
-12.5000,62.5000,0.0718,0.2770
-7.5000,62.5000,0.0833,0.1927
-2.5000,62.5000,0.0946,0.1885
2.5000,62.5000,0.1054,0.1841
7.5000,62.5000,0.1132,0.1846
12.5000,62.5000,0.1009,0.1284
17.5000,62.5000,0.0993,0.1569
22.5000,62.5000,0.1077,0.2250
27.5000,62.5000,0.1219,0.3261
32.5000,62.5000,0.1371,0.2690
37.5000,62.5000,0.1602,0.1639
42.5000,62.5000,0.1653,0.2635
47.5000,62.5000,0.1644,0.2606
52.5000,62.5000,0.1605,0.1752
57.5000,62.5000,0.1509,0.2451
62.5000,62.5000,0.1489,0.5630
67.5000,62.5000,0.1629,0.9991
72.5000,62.5000,0.1789,1.4222
77.5000,62.5000,0.2893,1.6979
82.5000,62.5000,0.1839,0.9864
87.5000,62.5000,0.1364,0.5982
-87.5000,67.5000,0.1605,0.3665
-82.5000,67.5000,0.1451,0.1386
-77.5000,67.5000,0.1435,-0.0656
-72.5000,67.5000,0.1374,-0.0659
-67.5000,67.5000,0.1470,0.1455
-62.5000,67.5000,0.0859,0.3200
-57.5000,67.5000,0.0729,0.1894
-52.5000,67.5000,0.0806,0.1707
-47.5000,67.5000,0.0924,0.1067
-42.5000,67.5000,0.1087,0.0540
-37.5000,67.5000,0.0943,0.1453
-32.5000,67.5000,0.0954,0.3104
-27.5000,67.5000,0.0714,0.3624
-22.5000,67.5000,0.0507,0.3285
-17.5000,67.5000,0.0652,0.2897
-12.5000,67.5000,0.0774,0.2658
-7.5000,67.5000,0.0821,0.2059
-2.5000,67.5000,0.0950,0.2107
2.5000,67.5000,0.1047,0.2159
7.5000,67.5000,0.1050,0.1990
12.5000,67.5000,0.0932,0.1576
17.5000,67.5000,0.0934,0.1824
22.5000,67.5000,0.1089,0.2651
27.5000,67.5000,0.0955,0.2920
32.5000,67.5000,0.1100,0.2354
37.5000,67.5000,0.1358,0.1788
42.5000,67.5000,0.1566,0.2587
47.5000,67.5000,0.1535,0.1884
52.5000,67.5000,0.1540,0.1250
57.5000,67.5000,0.1519,0.2722
62.5000,67.5000,0.1608,0.5764
67.5000,67.5000,0.1665,0.9864
72.5000,67.5000,0.1973,1.3082
77.5000,67.5000,0.2749,1.6103
82.5000,67.5000,0.1781,0.9998
87.5000,67.5000,0.1599,0.6047
-87.5000,72.5000,0.1617,0.3715
-82.5000,72.5000,0.1461,0.1549
-77.5000,72.5000,0.1503,-0.0674
-72.5000,72.5000,0.1469,-0.0703
-67.5000,72.5000,0.1494,0.1634
-62.5000,72.5000,0.0830,0.3631
-57.5000,72.5000,0.0581,0.2170
-52.5000,72.5000,0.0834,0.1772
-47.5000,72.5000,0.0917,0.0758
-42.5000,72.5000,0.1010,0.0669
-37.5000,72.5000,0.0985,0.1793
-32.5000,72.5000,0.0916,0.3191
-27.5000,72.5000,0.0704,0.3726
-22.5000,72.5000,0.0575,0.3526
-17.5000,72.5000,0.0658,0.2809
-12.5000,72.5000,0.0757,0.2313
-7.5000,72.5000,0.0842,0.2053
-2.5000,72.5000,0.0956,0.1826
2.5000,72.5000,0.1010,0.1848
7.5000,72.5000,0.0974,0.1688
12.5000,72.5000,0.0925,0.1641
17.5000,72.5000,0.0946,0.1985
22.5000,72.5000,0.0813,0.2412
27.5000,72.5000,0.0697,0.2627
32.5000,72.5000,0.0841,0.2236
37.5000,72.5000,0.1249,0.1535
42.5000,72.5000,0.1489,0.2021
47.5000,72.5000,0.1445,0.1424
52.5000,72.5000,0.1565,0.0991
57.5000,72.5000,0.1606,0.2875
62.5000,72.5000,0.1685,0.6029
67.5000,72.5000,0.1860,0.9760
72.5000,72.5000,0.1792,1.2247
77.5000,72.5000,0.2329,1.4832
82.5000,72.5000,0.1949,1.0779
87.5000,72.5000,0.1605,0.6088
-87.5000,77.5000,0.1634,0.3768
-82.5000,77.5000,0.1464,0.1827
-77.5000,77.5000,0.1467,-0.0526
-72.5000,77.5000,0.1473,-0.0209
-67.5000,77.5000,0.1259,0.1470
-62.5000,77.5000,0.1226,0.3747
-57.5000,77.5000,0.0561,0.2691
-52.5000,77.5000,0.0785,0.1801
-47.5000,77.5000,0.1022,0.0754
-42.5000,77.5000,0.1048,0.1150
-37.5000,77.5000,0.0982,0.1832
-32.5000,77.5000,0.0887,0.3178
-27.5000,77.5000,0.0685,0.3449
-22.5000,77.5000,0.0631,0.3548
-17.5000,77.5000,0.0646,0.2707
-12.5000,77.5000,0.0732,0.2014
-7.5000,77.5000,0.0818,0.1615
-2.5000,77.5000,0.0942,0.1779
2.5000,77.5000,0.0981,0.1606
7.5000,77.5000,0.0960,0.1624
12.5000,77.5000,0.0795,0.2207
17.5000,77.5000,0.0818,0.2027
22.5000,77.5000,0.0786,0.1960
27.5000,77.5000,0.0699,0.2255
32.5000,77.5000,0.0911,0.2290
37.5000,77.5000,0.1225,0.2215
42.5000,77.5000,0.1414,0.1714
47.5000,77.5000,0.1421,0.1305
52.5000,77.5000,0.1650,0.0593
57.5000,77.5000,0.1717,0.2497
62.5000,77.5000,0.1744,0.6553
67.5000,77.5000,0.1726,0.9862
72.5000,77.5000,0.1658,1.2117
77.5000,77.5000,0.2117,1.3560
82.5000,77.5000,0.1971,1.0782
87.5000,77.5000,0.1613,0.6091
-87.5000,82.5000,0.1654,0.3823
-82.5000,82.5000,0.1502,0.2211
-77.5000,82.5000,0.1451,-0.0256
-72.5000,82.5000,0.1446,0.0068
-67.5000,82.5000,0.1814,0.1655
-62.5000,82.5000,0.1475,0.3277
-57.5000,82.5000,0.0709,0.2643
-52.5000,82.5000,0.0885,0.2056
-47.5000,82.5000,0.1096,0.0944
-42.5000,82.5000,0.1128,0.0885
-37.5000,82.5000,0.0974,0.1696
-32.5000,82.5000,0.0840,0.2791
-27.5000,82.5000,0.0661,0.2963
-22.5000,82.5000,0.0634,0.3002
-17.5000,82.5000,0.0622,0.2420
-12.5000,82.5000,0.0711,0.1579
-7.5000,82.5000,0.0795,0.1361
-2.5000,82.5000,0.0919,0.1578
2.5000,82.5000,0.0980,0.1605
7.5000,82.5000,0.0933,0.1487
12.5000,82.5000,0.0860,0.0715
17.5000,82.5000,0.0872,0.1289
22.5000,82.5000,0.0882,0.0961
27.5000,82.5000,0.0849,0.1122
32.5000,82.5000,0.0953,0.2578
37.5000,82.5000,0.1232,0.2349
42.5000,82.5000,0.1329,0.2183
47.5000,82.5000,0.1489,0.0987
52.5000,82.5000,0.1673,0.0475
57.5000,82.5000,0.1788,0.2482
62.5000,82.5000,0.1789,0.6630
67.5000,82.5000,0.1673,0.9682
72.5000,82.5000,0.1351,1.2061
77.5000,82.5000,0.1948,1.2674
82.5000,82.5000,0.1895,1.0312
87.5000,82.5000,0.1617,0.6069
-87.5000,87.5000,0.1676,0.3883
-82.5000,87.5000,0.1560,0.2586
-77.5000,87.5000,0.1430,0.0147
-72.5000,87.5000,0.1456,0.0207
-67.5000,87.5000,0.1454,0.1402
-62.5000,87.5000,0.1831,0.3060
-57.5000,87.5000,0.1126,0.2144
-52.5000,87.5000,0.1014,0.1927
-47.5000,87.5000,0.1084,0.0959
-42.5000,87.5000,0.1091,0.0782
-37.5000,87.5000,0.0956,0.1542
-32.5000,87.5000,0.0854,0.2326
-27.5000,87.5000,0.0692,0.2546
-22.5000,87.5000,0.0622,0.2401
-17.5000,87.5000,0.0649,0.1885
-12.5000,87.5000,0.0715,0.1219
-7.5000,87.5000,0.0715,0.1104
-2.5000,87.5000,0.0887,0.1726
2.5000,87.5000,0.1014,0.1955
7.5000,87.5000,0.0937,0.1908
12.5000,87.5000,0.0860,0.1542
17.5000,87.5000,0.0851,0.1388
22.5000,87.5000,0.0941,0.1329
27.5000,87.5000,0.1030,0.2001
32.5000,87.5000,0.1072,0.3010
37.5000,87.5000,0.1215,0.2565
42.5000,87.5000,0.1389,0.2703
47.5000,87.5000,0.1588,0.1191
52.5000,87.5000,0.1736,0.0707
57.5000,87.5000,0.1832,0.2531
62.5000,87.5000,0.1804,0.6091
67.5000,87.5000,0.1624,0.8927
72.5000,87.5000,0.1592,1.2250
77.5000,87.5000,0.1842,1.2201
82.5000,87.5000,0.1844,0.9670
87.5000,87.5000,0.1620,0.6046
-87.5000,92.5000,0.1704,0.3954
-82.5000,92.5000,0.1617,0.2942
-77.5000,92.5000,0.1416,0.0861
-72.5000,92.5000,0.1386,0.0502
-67.5000,92.5000,0.1788,0.1391
-62.5000,92.5000,0.1906,0.2279
-57.5000,92.5000,0.0920,0.1840
-52.5000,92.5000,0.0966,0.1729
-47.5000,92.5000,0.1119,0.1364
-42.5000,92.5000,0.1132,0.1010
-37.5000,92.5000,0.1032,0.1473
-32.5000,92.5000,0.0938,0.2120
-27.5000,92.5000,0.0739,0.1900
-22.5000,92.5000,0.0629,0.1540
-17.5000,92.5000,0.0691,0.1314
-12.5000,92.5000,0.0742,0.1259
-7.5000,92.5000,0.0713,0.1467
-2.5000,92.5000,0.0884,0.1935
2.5000,92.5000,0.1000,0.1865
7.5000,92.5000,0.0912,0.1979
