lat,lon,trend_1901_2023_C_decade,trend_1994_2023_C_decade
47.5000,-92.5000,0.1197,0.1027
52.5000,-92.5000,0.1326,0.0584
57.5000,-92.5000,0.1296,0.1251
62.5000,-92.5000,0.1303,0.2116
67.5000,-92.5000,0.1743,0.2361
72.5000,-92.5000,0.2266,0.4153
77.5000,-92.5000,0.1876,0.3729
82.5000,-92.5000,0.2017,0.4494
87.5000,-92.5000,0.2655,0.4540
-87.5000,-87.5000,0.2080,0.3837
-82.5000,-87.5000,0.2191,0.2932
-77.5000,-87.5000,0.2457,0.3892
-72.5000,-87.5000,0.2790,0.5718
-67.5000,-87.5000,0.1204,0.3552
-62.5000,-87.5000,0.0936,0.0662
-57.5000,-87.5000,0.0859,-0.0122
-52.5000,-87.5000,0.0860,-0.0432
-47.5000,-87.5000,0.0910,0.0390
-42.5000,-87.5000,0.0932,0.1164
-37.5000,-87.5000,0.0857,0.0953
-32.5000,-87.5000,0.0678,0.0080
-27.5000,-87.5000,0.0485,-0.0110
-22.5000,-87.5000,0.0437,-0.0710
-17.5000,-87.5000,0.0487,-0.1388
-12.5000,-87.5000,0.0670,-0.1213
-7.5000,-87.5000,0.0751,-0.0411
-2.5000,-87.5000,0.0666,0.0400
2.5000,-87.5000,0.0764,0.1244
7.5000,-87.5000,0.0774,0.1144
12.5000,-87.5000,0.0962,0.1727
17.5000,-87.5000,0.0963,0.2334
22.5000,-87.5000,0.0871,0.2264
27.5000,-87.5000,0.0641,0.2718
32.5000,-87.5000,0.0826,0.2922
37.5000,-87.5000,0.0975,0.2672
42.5000,-87.5000,0.1074,0.2432
47.5000,-87.5000,0.1083,0.2299
52.5000,-87.5000,0.1303,0.0917
57.5000,-87.5000,0.1246,0.1526
62.5000,-87.5000,0.1567,0.3339
67.5000,-87.5000,0.1800,0.4487
72.5000,-87.5000,0.2031,0.4591
77.5000,-87.5000,0.1811,0.4231
82.5000,-87.5000,0.1879,0.4585
87.5000,-87.5000,0.2612,0.4553
-87.5000,-82.5000,0.2031,0.3657
-82.5000,-82.5000,0.2022,0.2480
-77.5000,-82.5000,0.2163,0.3086
-72.5000,-82.5000,0.2729,0.5646
-67.5000,-82.5000,0.1283,0.3800
-62.5000,-82.5000,0.0925,0.0383
-57.5000,-82.5000,0.0974,-0.0289
-52.5000,-82.5000,0.1007,-0.0607
-47.5000,-82.5000,0.1105,0.0657
-42.5000,-82.5000,0.1070,0.1155
-37.5000,-82.5000,0.0892,0.0333
-32.5000,-82.5000,0.0687,-0.0297
-27.5000,-82.5000,0.0528,-0.0376
-22.5000,-82.5000,0.0536,-0.0493
-17.5000,-82.5000,0.0635,-0.0991
-12.5000,-82.5000,0.0846,-0.0986
-7.5000,-82.5000,0.0815,-0.0754
-2.5000,-82.5000,0.0780,0.1050
2.5000,-82.5000,0.0839,0.1330
7.5000,-82.5000,0.0873,0.1453
12.5000,-82.5000,0.0852,0.1598
17.5000,-82.5000,0.0789,0.1788
22.5000,-82.5000,0.0834,0.2153
27.5000,-82.5000,0.0635,0.2775
32.5000,-82.5000,0.0833,0.3363
37.5000,-82.5000,0.0979,0.3303
42.5000,-82.5000,0.1103,0.2972
47.5000,-82.5000,0.1194,0.2345
52.5000,-82.5000,0.1309,0.1431
57.5000,-82.5000,0.1404,0.1619
62.5000,-82.5000,0.1606,0.3159
67.5000,-82.5000,0.1649,0.3599
72.5000,-82.5000,0.1466,0.4674
77.5000,-82.5000,0.1351,0.5076
82.5000,-82.5000,0.1785,0.4812
87.5000,-82.5000,0.2597,0.4564
-87.5000,-77.5000,0.1941,0.3585
-82.5000,-77.5000,0.1987,0.2067
-77.5000,-77.5000,0.2077,0.2392
-72.5000,-77.5000,0.2827,0.6087
-67.5000,-77.5000,0.1367,0.3916
-62.5000,-77.5000,0.0946,0.0360
-57.5000,-77.5000,0.1058,-0.0580
-52.5000,-77.5000,0.1085,-0.0601
-47.5000,-77.5000,0.1184,0.0649
-42.5000,-77.5000,0.1112,0.0762
-37.5000,-77.5000,0.0935,-0.0193
-32.5000,-77.5000,0.0726,-0.0813
-27.5000,-77.5000,0.0641,-0.0710
-22.5000,-77.5000,0.0672,-0.0593
-17.5000,-77.5000,0.0890,-0.0715
-12.5000,-77.5000,0.1005,-0.0236
-7.5000,-77.5000,0.1081,0.1504
-2.5000,-77.5000,0.1120,0.2499
2.5000,-77.5000,0.1044,0.2297
7.5000,-77.5000,0.1005,0.1873
12.5000,-77.5000,0.0817,0.1228
17.5000,-77.5000,0.0856,0.1458
22.5000,-77.5000,0.0924,0.1772
27.5000,-77.5000,0.0627,0.2095
32.5000,-77.5000,0.0502,0.2079
37.5000,-77.5000,0.1108,0.3903
42.5000,-77.5000,0.1126,0.3277
47.5000,-77.5000,0.1236,0.2194
52.5000,-77.5000,0.1357,0.1365
57.5000,-77.5000,0.1684,0.1590
62.5000,-77.5000,0.1604,0.2875
67.5000,-77.5000,0.1374,0.4385
72.5000,-77.5000,0.1401,0.4834
77.5000,-77.5000,0.1450,0.5827
82.5000,-77.5000,0.1893,0.5582
87.5000,-77.5000,0.2602,0.4563
-87.5000,-72.5000,0.1929,0.3520
-82.5000,-72.5000,0.1930,0.1651
-77.5000,-72.5000,0.2069,0.2364
-72.5000,-72.5000,0.2798,0.6245
-67.5000,-72.5000,0.1500,0.4041
-62.5000,-72.5000,0.0907,-0.0154
-57.5000,-72.5000,0.1073,-0.1104
-52.5000,-72.5000,0.1038,0.1655
-47.5000,-72.5000,0.0954,0.2938
-42.5000,-72.5000,0.0948,0.2357
-37.5000,-72.5000,0.0900,0.1622
-32.5000,-72.5000,0.0831,0.0299
-27.5000,-72.5000,0.0795,-0.0376
-22.5000,-72.5000,0.0857,-0.0366
-17.5000,-72.5000,0.1039,0.0742
-12.5000,-72.5000,0.1195,0.1987
-7.5000,-72.5000,0.1245,0.2171
-2.5000,-72.5000,0.1169,0.2337
2.5000,-72.5000,0.1148,0.2675
7.5000,-72.5000,0.1159,0.2603
12.5000,-72.5000,0.0975,0.1422
17.5000,-72.5000,0.0924,0.1222
22.5000,-72.5000,0.0933,0.1746
27.5000,-72.5000,0.0826,0.2924
32.5000,-72.5000,0.0723,0.3198
37.5000,-72.5000,0.1347,0.4747
42.5000,-72.5000,0.1276,0.4057
47.5000,-72.5000,0.1149,0.2405
52.5000,-72.5000,0.1265,0.1237
57.5000,-72.5000,0.1430,0.1018
62.5000,-72.5000,0.1587,0.3072
67.5000,-72.5000,0.1530,0.4765
72.5000,-72.5000,0.1397,0.5132
77.5000,-72.5000,0.1650,0.6147
82.5000,-72.5000,0.1911,0.5527
87.5000,-72.5000,0.2616,0.4541
-87.5000,-67.5000,0.1886,0.3492
-82.5000,-67.5000,0.1848,0.1334
-77.5000,-67.5000,0.2009,0.2051
-72.5000,-67.5000,0.2294,0.4690
-67.5000,-67.5000,0.2075,0.4340
-62.5000,-67.5000,0.0847,-0.0162
-57.5000,-67.5000,0.0979,-0.1558
-52.5000,-67.5000,0.1056,0.0489
-47.5000,-67.5000,0.1021,0.2080
-42.5000,-67.5000,0.0942,0.2952
-37.5000,-67.5000,0.0890,0.2366
-32.5000,-67.5000,0.0966,0.2061
-27.5000,-67.5000,0.1079,0.1557
-22.5000,-67.5000,0.1176,0.1586
-17.5000,-67.5000,0.1197,0.1423
-12.5000,-67.5000,0.1251,0.1624
-7.5000,-67.5000,0.1331,0.2222
-2.5000,-67.5000,0.1285,0.2307
2.5000,-67.5000,0.1189,0.2377
7.5000,-67.5000,0.1231,0.2483
12.5000,-67.5000,0.0945,0.1323
17.5000,-67.5000,0.0878,0.1384
22.5000,-67.5000,0.0916,0.2023
27.5000,-67.5000,0.0896,0.2841
32.5000,-67.5000,0.0820,0.3508
37.5000,-67.5000,0.0925,0.4138
42.5000,-67.5000,0.1525,0.6811
47.5000,-67.5000,0.1344,0.3213
52.5000,-67.5000,0.1279,0.1407
57.5000,-67.5000,0.1286,0.1443
62.5000,-67.5000,0.1370,0.3277
67.5000,-67.5000,0.1446,0.4547
72.5000,-67.5000,0.1431,0.5320
77.5000,-67.5000,0.1406,0.6224
82.5000,-67.5000,0.1934,0.5405
87.5000,-67.5000,0.2632,0.4498
-87.5000,-62.5000,0.1851,0.3444
-82.5000,-62.5000,0.1763,0.0956
-77.5000,-62.5000,0.1876,0.1248
-72.5000,-62.5000,0.2199,0.3166
-67.5000,-62.5000,0.2054,0.2986
-62.5000,-62.5000,0.1138,0.0876
-57.5000,-62.5000,0.0661,-0.1949
-52.5000,-62.5000,0.0935,-0.1085
-47.5000,-62.5000,0.1151,0.0069
-42.5000,-62.5000,0.1211,0.1669
-37.5000,-62.5000,0.1028,0.1916
-32.5000,-62.5000,0.1059,0.1538
-27.5000,-62.5000,0.1112,0.1603
-22.5000,-62.5000,0.1208,0.1440
-17.5000,-62.5000,0.1220,0.0942
-12.5000,-62.5000,0.1193,0.1418
-7.5000,-62.5000,0.1332,0.2463
-2.5000,-62.5000,0.1321,0.2610
2.5000,-62.5000,0.1192,0.2023
7.5000,-62.5000,0.1121,0.1590
12.5000,-62.5000,0.0893,0.1180
17.5000,-62.5000,0.0794,0.1179
22.5000,-62.5000,0.0831,0.1746
27.5000,-62.5000,0.0844,0.2458
32.5000,-62.5000,0.0758,0.3106
37.5000,-62.5000,0.0625,0.3357
42.5000,-62.5000,0.1399,0.6445
47.5000,-62.5000,0.1902,0.4361
52.5000,-62.5000,0.1255,0.1824
57.5000,-62.5000,0.1270,0.1806
62.5000,-62.5000,0.1605,0.2953
67.5000,-62.5000,0.1240,0.4365
72.5000,-62.5000,0.1460,0.5130
77.5000,-62.5000,0.1507,0.6044
82.5000,-62.5000,0.1929,0.4864
87.5000,-62.5000,0.2654,0.4443
-87.5000,-57.5000,0.1827,0.3372
-82.5000,-57.5000,0.1706,0.0905
-77.5000,-57.5000,0.2135,0.1479
-72.5000,-57.5000,0.1511,0.0885
-67.5000,-57.5000,0.1168,0.1594
-62.5000,-57.5000,0.1340,0.1303
-57.5000,-57.5000,0.0504,-0.2001
-52.5000,-57.5000,0.0824,-0.1187
-47.5000,-57.5000,0.1127,-0.0194
-42.5000,-57.5000,0.1342,0.0871
-37.5000,-57.5000,0.1372,0.1851
-32.5000,-57.5000,0.1174,0.1391
-27.5000,-57.5000,0.1175,0.1702
-22.5000,-57.5000,0.1296,0.1636
-17.5000,-57.5000,0.1241,0.1690
-12.5000,-57.5000,0.1216,0.1982
-7.5000,-57.5000,0.1250,0.2845
-2.5000,-57.5000,0.1214,0.2728
2.5000,-57.5000,0.1088,0.1791
7.5000,-57.5000,0.0923,0.0971
12.5000,-57.5000,0.0796,0.0709
17.5000,-57.5000,0.0750,0.0932
22.5000,-57.5000,0.0816,0.1621
27.5000,-57.5000,0.0846,0.2348
32.5000,-57.5000,0.0752,0.2675
37.5000,-57.5000,0.0585,0.3098
42.5000,-57.5000,0.1206,0.4437
47.5000,-57.5000,0.1400,0.3425
52.5000,-57.5000,0.1263,0.3162
57.5000,-57.5000,0.0883,0.1730
62.5000,-57.5000,0.1436,0.1489
67.5000,-57.5000,0.1531,0.2753
72.5000,-57.5000,0.1776,0.5198
77.5000,-57.5000,0.1373,0.4976
82.5000,-57.5000,0.1583,0.4576
87.5000,-57.5000,0.2491,0.4368
-87.5000,-52.5000,0.1806,0.3300
-82.5000,-52.5000,0.1748,0.1095
-77.5000,-52.5000,0.1988,0.0809
-72.5000,-52.5000,0.1430,0.0787
-67.5000,-52.5000,0.1162,0.1928
-62.5000,-52.5000,0.1237,0.1793
-57.5000,-52.5000,0.0661,-0.0684
-52.5000,-52.5000,0.0697,-0.1703
-47.5000,-52.5000,0.1474,0.0384
-42.5000,-52.5000,0.1827,0.2791
-37.5000,-52.5000,0.1725,0.2940
-32.5000,-52.5000,0.1298,0.2235
-27.5000,-52.5000,0.1259,0.2116
-22.5000,-52.5000,0.1381,0.2173
-17.5000,-52.5000,0.1255,0.2336
-12.5000,-52.5000,0.1199,0.2218
-7.5000,-52.5000,0.1270,0.2453
-2.5000,-52.5000,0.1146,0.2696
2.5000,-52.5000,0.1076,0.2129
7.5000,-52.5000,0.0831,0.0908
12.5000,-52.5000,0.0792,0.0554
17.5000,-52.5000,0.0771,0.0689
22.5000,-52.5000,0.0835,0.1458
27.5000,-52.5000,0.0859,0.2363
32.5000,-52.5000,0.0783,0.2537
37.5000,-52.5000,0.0675,0.2922
42.5000,-52.5000,0.1076,0.2833
47.5000,-52.5000,0.1121,0.2910
52.5000,-52.5000,0.1074,0.2178
57.5000,-52.5000,0.0708,0.2237
62.5000,-52.5000,0.0558,0.3426
67.5000,-52.5000,0.1513,0.4083
72.5000,-52.5000,0.1098,0.5025
77.5000,-52.5000,0.1226,0.3938
82.5000,-52.5000,0.1509,0.4259
87.5000,-52.5000,0.2224,0.4289
-87.5000,-47.5000,0.1778,0.3241
-82.5000,-47.5000,0.1824,0.1179
-77.5000,-47.5000,0.1918,0.0283
-72.5000,-47.5000,0.1581,0.0751
-67.5000,-47.5000,0.1597,0.2035
-62.5000,-47.5000,0.1339,0.1974
-57.5000,-47.5000,0.0865,-0.0065
-52.5000,-47.5000,0.0598,-0.1315
-47.5000,-47.5000,0.1362,0.0237
-42.5000,-47.5000,0.1610,0.2869
-37.5000,-47.5000,0.1396,0.2816
-32.5000,-47.5000,0.1142,0.2150
-27.5000,-47.5000,0.1103,0.1481
-22.5000,-47.5000,0.1344,0.2301
-17.5000,-47.5000,0.1288,0.2125
-12.5000,-47.5000,0.1171,0.1763
-7.5000,-47.5000,0.1163,0.2167
-2.5000,-47.5000,0.1112,0.2381
2.5000,-47.5000,0.0706,0.0848
7.5000,-47.5000,0.0758,0.0896
12.5000,-47.5000,0.0779,0.0469
17.5000,-47.5000,0.0800,0.0359
22.5000,-47.5000,0.0843,0.1024
27.5000,-47.5000,0.0838,0.2047
32.5000,-47.5000,0.0776,0.2259
37.5000,-47.5000,0.0650,0.2320
42.5000,-47.5000,0.0776,0.1597
47.5000,-47.5000,0.0694,0.1160
52.5000,-47.5000,0.0510,0.0753
57.5000,-47.5000,0.0435,0.1200
62.5000,-47.5000,0.0755,0.3137
67.5000,-47.5000,0.0871,0.2961
72.5000,-47.5000,0.0947,0.3398
77.5000,-47.5000,0.1168,0.3554
82.5000,-47.5000,0.1516,0.4181
87.5000,-47.5000,0.1934,0.4230
-87.5000,-42.5000,0.1752,0.3194
-82.5000,-42.5000,0.1855,0.1062
-77.5000,-42.5000,0.2031,0.1218
-72.5000,-42.5000,0.1765,0.0968
-67.5000,-42.5000,0.2109,0.2987
-62.5000,-42.5000,0.1843,0.2640
-57.5000,-42.5000,0.1107,0.0320
-52.5000,-42.5000,0.0616,-0.0570
-47.5000,-42.5000,0.1193,-0.0309
-42.5000,-42.5000,0.1440,0.2165
-37.5000,-42.5000,0.1401,0.2633
-32.5000,-42.5000,0.1117,0.1857
-27.5000,-42.5000,0.1028,0.0803
-22.5000,-42.5000,0.1150,0.1555
-17.5000,-42.5000,0.1253,0.2030
-12.5000,-42.5000,0.1204,0.1522
-7.5000,-42.5000,0.1166,0.2101
-2.5000,-42.5000,0.0924,0.1545
2.5000,-42.5000,0.0727,0.0745
7.5000,-42.5000,0.0737,0.0929
12.5000,-42.5000,0.0725,0.0396
17.5000,-42.5000,0.0817,0.0429
22.5000,-42.5000,0.0850,0.0791
27.5000,-42.5000,0.0786,0.1534
32.5000,-42.5000,0.0739,0.2059
37.5000,-42.5000,0.0557,0.1751
42.5000,-42.5000,0.0357,0.0371
47.5000,-42.5000,0.0203,-0.0897
52.5000,-42.5000,0.0067,-0.1121
57.5000,-42.5000,0.0247,-0.0045
62.5000,-42.5000,0.0864,0.3566
67.5000,-42.5000,0.0872,0.3278
72.5000,-42.5000,0.0911,0.2689
77.5000,-42.5000,0.1144,0.3261
82.5000,-42.5000,0.1535,0.4368
87.5000,-42.5000,0.1926,0.4196
-87.5000,-37.5000,0.1739,0.3157
-82.5000,-37.5000,0.1878,0.1251
-77.5000,-37.5000,0.1992,0.2470
-72.5000,-37.5000,0.1742,0.1290
-67.5000,-37.5000,0.2420,0.3461
-62.5000,-37.5000,0.1867,0.2939
-57.5000,-37.5000,0.1258,0.0954
-52.5000,-37.5000,0.0750,0.0580
-47.5000,-37.5000,0.1078,0.0321
-42.5000,-37.5000,0.1383,0.2363
-37.5000,-37.5000,0.1342,0.2426
-32.5000,-37.5000,0.1160,0.1883
-27.5000,-37.5000,0.1066,0.0624
-22.5000,-37.5000,0.1111,0.0369
-17.5000,-37.5000,0.1083,0.0548
-12.5000,-37.5000,0.1081,0.0776
-7.5000,-37.5000,0.1116,0.1375
-2.5000,-37.5000,0.0876,0.0961
2.5000,-37.5000,0.0823,0.0915
7.5000,-37.5000,0.0768,0.1011
12.5000,-37.5000,0.0722,0.0531
17.5000,-37.5000,0.0831,0.0483
22.5000,-37.5000,0.0878,0.0706
27.5000,-37.5000,0.0816,0.1326
32.5000,-37.5000,0.0717,0.1925
37.5000,-37.5000,0.0509,0.1599
42.5000,-37.5000,0.0247,0.0380
47.5000,-37.5000,0.0127,-0.0872
52.5000,-37.5000,-0.0123,-0.1963
57.5000,-37.5000,0.0044,-0.0945
62.5000,-37.5000,0.0720,0.1453
67.5000,-37.5000,0.1008,0.4309
72.5000,-37.5000,0.0966,0.2419
77.5000,-37.5000,0.1163,0.3092
82.5000,-37.5000,0.1486,0.4200
87.5000,-37.5000,0.1864,0.4175
-87.5000,-32.5000,0.1730,0.3125
-82.5000,-32.5000,0.1878,0.1323
-77.5000,-32.5000,0.2172,0.2345
-72.5000,-32.5000,0.1961,0.1208
-67.5000,-32.5000,0.2424,0.3032
-62.5000,-32.5000,0.1772,0.2749
-57.5000,-32.5000,0.1429,0.1436
-52.5000,-32.5000,0.0662,0.0993
-47.5000,-32.5000,0.0943,0.1213
-42.5000,-32.5000,0.1193,0.2575
-37.5000,-32.5000,0.1229,0.2089
-32.5000,-32.5000,0.1169,0.1771
-27.5000,-32.5000,0.1105,0.0868
-22.5000,-32.5000,0.1054,0.0411
-17.5000,-32.5000,0.0993,0.0176
-12.5000,-32.5000,0.0984,0.0288
-7.5000,-32.5000,0.0998,0.0776
-2.5000,-32.5000,0.1027,0.1083
2.5000,-32.5000,0.0983,0.1122
7.5000,-32.5000,0.0860,0.1094
12.5000,-32.5000,0.0861,0.0645
17.5000,-32.5000,0.0914,0.0396
22.5000,-32.5000,0.0965,0.0597
27.5000,-32.5000,0.0913,0.0994
32.5000,-32.5000,0.0741,0.1640
37.5000,-32.5000,0.0527,0.1418
42.5000,-32.5000,0.0284,0.0432
47.5000,-32.5000,0.0065,-0.1458
52.5000,-32.5000,-0.0184,-0.2374
57.5000,-32.5000,-0.0027,-0.1337
62.5000,-32.5000,0.0439,0.0873
67.5000,-32.5000,0.0796,0.4303
72.5000,-32.5000,0.1039,0.2672
77.5000,-32.5000,0.1198,0.3103
82.5000,-32.5000,0.1449,0.4639
87.5000,-32.5000,0.1827,0.4170
-87.5000,-27.5000,0.1734,0.3111
-82.5000,-27.5000,0.1844,0.1329
-77.5000,-27.5000,0.2386,0.1716
-72.5000,-27.5000,0.2359,0.1028
-67.5000,-27.5000,0.2365,0.2498
-62.5000,-27.5000,0.1682,0.2495
-57.5000,-27.5000,0.1379,0.1646
-52.5000,-27.5000,0.0805,0.1797
-47.5000,-27.5000,0.0806,0.1629
-42.5000,-27.5000,0.1075,0.2323
-37.5000,-27.5000,0.1116,0.1924
-32.5000,-27.5000,0.1086,0.1764
-27.5000,-27.5000,0.1057,0.0871
-22.5000,-27.5000,0.0987,0.0273
-17.5000,-27.5000,0.0954,0.0134
-12.5000,-27.5000,0.0977,0.0506
-7.5000,-27.5000,0.0978,0.1307
-2.5000,-27.5000,0.1016,0.1441
2.5000,-27.5000,0.1039,0.1643
7.5000,-27.5000,0.1001,0.1115
12.5000,-27.5000,0.1028,0.0519
17.5000,-27.5000,0.1036,0.0197
22.5000,-27.5000,0.1051,0.0255
27.5000,-27.5000,0.1008,0.0655
32.5000,-27.5000,0.0807,0.1238
37.5000,-27.5000,0.0595,0.1140
42.5000,-27.5000,0.0383,0.0523
47.5000,-27.5000,0.0194,-0.1119
52.5000,-27.5000,-0.0013,-0.2219
57.5000,-27.5000,-0.0012,-0.1869
62.5000,-27.5000,0.0435,0.0290
67.5000,-27.5000,0.0757,0.3510
72.5000,-27.5000,0.1074,0.3024
77.5000,-27.5000,0.1257,0.3289
82.5000,-27.5000,0.1372,0.4558
87.5000,-27.5000,0.1621,0.4177
-87.5000,-22.5000,0.1727,0.3114
-82.5000,-22.5000,0.1837,0.1263
-77.5000,-22.5000,0.1910,0.0702
-72.5000,-22.5000,0.2384,0.0864
-67.5000,-22.5000,0.2140,0.1912
-62.5000,-22.5000,0.1823,0.2249
-57.5000,-22.5000,0.1613,0.1901
-52.5000,-22.5000,0.0860,0.2325
-47.5000,-22.5000,0.0770,0.1981
-42.5000,-22.5000,0.0975,0.2214
-37.5000,-22.5000,0.1023,0.1889
-32.5000,-22.5000,0.1056,0.1920
-27.5000,-22.5000,0.1002,0.1150
-22.5000,-22.5000,0.1016,0.0547
-17.5000,-22.5000,0.0944,0.0366
-12.5000,-22.5000,0.0918,0.0878
-7.5000,-22.5000,0.0923,0.1331
-2.5000,-22.5000,0.0932,0.1685
2.5000,-22.5000,0.0985,0.1929
7.5000,-22.5000,0.1027,0.1363
12.5000,-22.5000,0.1095,0.0878
17.5000,-22.5000,0.1091,0.0395
22.5000,-22.5000,0.1070,0.0241
27.5000,-22.5000,0.1053,0.0561
32.5000,-22.5000,0.0907,0.0906
37.5000,-22.5000,0.0738,0.1013
42.5000,-22.5000,0.0503,0.0446
47.5000,-22.5000,0.0350,-0.0572
52.5000,-22.5000,0.0167,-0.1619
57.5000,-22.5000,0.0172,-0.1335
62.5000,-22.5000,0.0529,0.0730
67.5000,-22.5000,0.1098,0.3321
72.5000,-22.5000,0.1175,0.3606
77.5000,-22.5000,0.1369,0.3802
82.5000,-22.5000,0.1373,0.4238
87.5000,-22.5000,0.1293,0.4205
-87.5000,-17.5000,0.1724,0.3105
-82.5000,-17.5000,0.1829,0.1181
-77.5000,-17.5000,0.1777,0.0373
-72.5000,-17.5000,0.2181,0.0278
-67.5000,-17.5000,0.1827,0.1253
-62.5000,-17.5000,0.1602,0.1945
-57.5000,-17.5000,0.1035,0.1798
-52.5000,-17.5000,0.0754,0.2132
-47.5000,-17.5000,0.0759,0.2484
-42.5000,-17.5000,0.0896,0.2542
-37.5000,-17.5000,0.1009,0.1936
-32.5000,-17.5000,0.1134,0.1965
-27.5000,-17.5000,0.1018,0.1078
-22.5000,-17.5000,0.0981,0.0970
-17.5000,-17.5000,0.0860,0.0620
-12.5000,-17.5000,0.0868,0.0830
-7.5000,-17.5000,0.0926,0.1380
-2.5000,-17.5000,0.0968,0.1825
2.5000,-17.5000,0.1057,0.1932
7.5000,-17.5000,0.1059,0.1289
12.5000,-17.5000,0.1098,0.0859
17.5000,-17.5000,0.1130,0.1160
22.5000,-17.5000,0.1043,0.0938
27.5000,-17.5000,0.1099,0.1102
32.5000,-17.5000,0.1043,0.0825
37.5000,-17.5000,0.0855,0.0568
42.5000,-17.5000,0.0669,0.0605
47.5000,-17.5000,0.0544,0.0104
52.5000,-17.5000,0.0411,-0.0401
57.5000,-17.5000,0.0364,-0.0363
62.5000,-17.5000,0.0634,0.1064
67.5000,-17.5000,0.1068,0.2989
72.5000,-17.5000,0.1511,0.3059
77.5000,-17.5000,0.1345,0.3050
82.5000,-17.5000,0.1421,0.3840
87.5000,-17.5000,0.1241,0.4266
-87.5000,-12.5000,0.1721,0.3093
-82.5000,-12.5000,0.1831,0.1052
-77.5000,-12.5000,0.1758,0.0024
-72.5000,-12.5000,0.2175,0.0066
-67.5000,-12.5000,0.1690,0.0774
-62.5000,-12.5000,0.1437,0.1699
-57.5000,-12.5000,0.0729,0.1506
-52.5000,-12.5000,0.0557,0.1713
-47.5000,-12.5000,0.0557,0.2144
-42.5000,-12.5000,0.0801,0.1532
-37.5000,-12.5000,0.1056,0.2001
-32.5000,-12.5000,0.1151,0.1706
-27.5000,-12.5000,0.1039,0.1287
-22.5000,-12.5000,0.0905,0.1246
-17.5000,-12.5000,0.0849,0.0881
-12.5000,-12.5000,0.0922,0.1055
-7.5000,-12.5000,0.1027,0.1515
-2.5000,-12.5000,0.1110,0.2050
2.5000,-12.5000,0.1168,0.2080
7.5000,-12.5000,0.1133,0.1537
12.5000,-12.5000,0.1202,0.1569
17.5000,-12.5000,0.1242,0.1757
22.5000,-12.5000,0.1448,0.2125
27.5000,-12.5000,0.1278,0.1621
32.5000,-12.5000,0.1097,0.1227
37.5000,-12.5000,0.1035,0.0628
42.5000,-12.5000,0.0874,0.0786
47.5000,-12.5000,0.0737,0.0557
52.5000,-12.5000,0.0568,0.0263
57.5000,-12.5000,0.0543,0.0412
62.5000,-12.5000,0.0753,0.0961
67.5000,-12.5000,0.1059,0.2595
72.5000,-12.5000,0.2440,0.3674
77.5000,-12.5000,0.1428,0.2428
82.5000,-12.5000,0.1455,0.3495
87.5000,-12.5000,0.1234,0.4354
-87.5000,-7.5000,0.1674,0.3080
-82.5000,-7.5000,0.1829,0.0944
-77.5000,-7.5000,0.1825,-0.0342
-72.5000,-7.5000,0.1909,-0.0038
-67.5000,-7.5000,0.1717,-0.0050
-62.5000,-7.5000,0.1199,0.1308
-57.5000,-7.5000,0.0542,0.1246
-52.5000,-7.5000,0.0420,0.1816
-47.5000,-7.5000,0.0356,0.1585
-42.5000,-7.5000,0.0820,0.2091
-37.5000,-7.5000,0.1135,0.1846
-32.5000,-7.5000,0.1192,0.1903
-27.5000,-7.5000,0.1072,0.1933
-22.5000,-7.5000,0.0915,0.1314
-17.5000,-7.5000,0.0924,0.0831
-12.5000,-7.5000,0.1015,0.1266
-7.5000,-7.5000,0.1133,0.1772
-2.5000,-7.5000,0.1264,0.2039
2.5000,-7.5000,0.1266,0.1763
7.5000,-7.5000,0.1189,0.1603
12.5000,-7.5000,0.1159,0.1715
17.5000,-7.5000,0.1242,0.2108
22.5000,-7.5000,0.1350,0.2570
27.5000,-7.5000,0.1437,0.2811
32.5000,-7.5000,0.1315,0.1978
37.5000,-7.5000,0.1248,0.1840
42.5000,-7.5000,0.1204,0.1755
47.5000,-7.5000,0.0925,0.1238
52.5000,-7.5000,0.0901,0.1055
57.5000,-7.5000,0.0745,0.1027
62.5000,-7.5000,0.0759,0.1312
67.5000,-7.5000,0.1016,0.2791
72.5000,-7.5000,0.2199,0.4735
77.5000,-7.5000,0.1965,0.1417
82.5000,-7.5000,0.1402,0.3561
87.5000,-7.5000,0.1248,0.4456
-87.5000,-2.5000,0.1656,0.3066
-82.5000,-2.5000,0.1814,0.0908
-77.5000,-2.5000,0.1857,-0.0536
-72.5000,-2.5000,0.2001,0.0045
-67.5000,-2.5000,0.1800,-0.0237
-62.5000,-2.5000,0.1065,0.0977
-57.5000,-2.5000,0.0513,0.1218
-52.5000,-2.5000,0.0432,0.1773
-47.5000,-2.5000,0.0500,0.1687
-42.5000,-2.5000,0.0979,0.2187
-37.5000,-2.5000,0.1222,0.1698
-32.5000,-2.5000,0.1213,0.1975
-27.5000,-2.5000,0.1038,0.1784
-22.5000,-2.5000,0.0975,0.1112
-17.5000,-2.5000,0.1032,0.0971
-12.5000,-2.5000,0.1134,0.1489
-7.5000,-2.5000,0.1219,0.1704
-2.5000,-2.5000,0.1345,0.1823
2.5000,-2.5000,0.1298,0.1601
7.5000,-2.5000,0.1180,0.1972
12.5000,-2.5000,0.1089,0.1794
17.5000,-2.5000,0.1212,0.1795
22.5000,-2.5000,0.1237,0.2463
27.5000,-2.5000,0.1264,0.2598
32.5000,-2.5000,0.1300,0.2447
