# Title: February 2025 Global Gridded Average Temperature
# Units: Degrees Celsius
# Base Period: 1991-2020
# Missing: -999.00
Latitude,Longitude,Anomaly,Rank
37.5,247.5,2.53,171
37.5,252.5,2.14,167
37.5,257.5,-1.02,81
37.5,262.5,-2.93,48
37.5,267.5,-1.46,71
37.5,272.5,-0.02,101
37.5,277.5,0.96,125
37.5,282.5,0.06,109
37.5,287.5,-0.48,57
37.5,292.5,-0.24,92
37.5,297.5,-0.25,101
37.5,302.5,-0.24,106
37.5,307.5,-0.02,138
37.5,312.5,0.28,150
37.5,317.5,0.49,165
37.5,322.5,0.65,169
37.5,327.5,0.92,176
37.5,332.5,1.17,175
37.5,337.5,1.28,175
37.5,342.5,1.17,175
37.5,347.5,0.86,174
37.5,352.5,0.73,169
37.5,357.5,0.85,165
42.5,2.5,1.06,162
42.5,7.5,0.88,172
42.5,12.5,0.81,168
42.5,17.5,0.29,134
42.5,22.5,-0.57,104
42.5,27.5,-0.26,114
42.5,32.5,0.61,145
42.5,37.5,0.92,157
42.5,42.5,-1.81,68
42.5,47.5,-0.49,118
42.5,52.5,0.52,153
42.5,57.5,0.16,125
42.5,62.5,0.24,121
42.5,67.5,1.19,140
42.5,72.5,2.1,162
42.5,77.5,1.44,162
42.5,82.5,-0.45,131
42.5,87.5,-0.49,134
42.5,92.5,-0.44,138
42.5,97.5,-0.55,139
42.5,102.5,-0.72,133
42.5,107.5,-1.16,118
42.5,112.5,-1.32,119
42.5,117.5,-0.84,138
42.5,122.5,-1.08,126
42.5,127.5,-0.87,131
42.5,132.5,0.65,161
42.5,137.5,1.38,171
42.5,142.5,1.96,175
42.5,147.5,1.65,175
42.5,152.5,1.15,173
42.5,157.5,1.1,169
42.5,162.5,1.3,171
42.5,167.5,1.43,170
42.5,172.5,1.28,166
42.5,177.5,1.41,167
42.5,182.5,1.62,172
42.5,187.5,1.45,171
42.5,192.5,1.22,167
42.5,197.5,0.88,158
42.5,202.5,0.72,152
42.5,207.5,0.65,154
42.5,212.5,0.76,150
42.5,217.5,0.77,154
42.5,222.5,0.58,158
42.5,227.5,0.33,148
42.5,232.5,-0.03,126
42.5,237.5,-1.04,69
42.5,242.5,-0.76,87
42.5,247.5,0.51,133
42.5,252.5,0.35,127
42.5,257.5,-3.48,44
42.5,262.5,-2.93,60
42.5,267.5,-1.43,85
42.5,272.5,-0.62,92
42.5,277.5,0.24,123
42.5,282.5,-0.05,113
42.5,287.5,-0.64,105
42.5,292.5,-0.74,83
42.5,297.5,-0.72,97
42.5,302.5,-0.53,97
42.5,307.5,0.27,143
42.5,312.5,0.78,165
42.5,317.5,0.69,163
42.5,322.5,0.71,163
42.5,327.5,0.84,171
42.5,332.5,1,175
42.5,337.5,1.08,176
42.5,342.5,1.09,175
42.5,347.5,0.87,175
42.5,352.5,0.87,171
42.5,357.5,1.23,158
47.5,2.5,0.78,133
47.5,7.5,0.86,138
47.5,12.5,0.91,146
47.5,17.5,-0.5,105
47.5,22.5,-0.67,105
47.5,27.5,-1.49,86
47.5,32.5,-1.07,97
47.5,37.5,-1.31,90
47.5,42.5,-2.67,90
47.5,47.5,-0.58,123
47.5,52.5,0.45,139
47.5,57.5,2.09,151
47.5,62.5,3.56,160
47.5,67.5,2.97,156
47.5,72.5,2.72,159
47.5,77.5,2.67,165
47.5,82.5,-0.38,126
47.5,87.5,-0.2,142
47.5,92.5,0.88,151
47.5,97.5,0.28,138
47.5,102.5,1.91,163
47.5,107.5,-0.08,140
47.5,112.5,0.17,145
47.5,117.5,-0.99,131
47.5,122.5,-1,128
47.5,127.5,-0.81,132
47.5,132.5,1.17,162
47.5,137.5,2.21,175
47.5,142.5,1.42,175
47.5,147.5,0.81,173
47.5,152.5,0.73,170
47.5,157.5,0.44,151
47.5,162.5,0.49,154
47.5,167.5,0.81,165
47.5,172.5,1.06,169
47.5,177.5,1.4,173
47.5,182.5,1.47,173
47.5,187.5,1.23,171
47.5,192.5,1.07,169
47.5,197.5,0.88,166
47.5,202.5,0.75,163
47.5,207.5,0.62,157
47.5,212.5,0.62,162
47.5,217.5,0.42,155
47.5,222.5,0.37,151
47.5,227.5,0.15,143
47.5,232.5,-0.21,123
47.5,237.5,-1.38,57
47.5,242.5,-2.15,60
47.5,247.5,-3.3,60
47.5,252.5,-6.63,26
47.5,257.5,-6.22,30
47.5,262.5,-3.05,73
47.5,267.5,-1.78,88
47.5,272.5,-0.18,118
47.5,277.5,0.56,135
47.5,282.5,-0.19,109
47.5,287.5,-0.43,108
47.5,292.5,-0.29,106
47.5,297.5,0.3,164
47.5,302.5,0.39,158
47.5,307.5,0.66,167
47.5,312.5,0.73,166
47.5,317.5,0.54,130
47.5,322.5,0.44,113
47.5,327.5,0.5,122
47.5,332.5,0.7,156
47.5,337.5,0.77,173
47.5,342.5,0.78,175
47.5,347.5,0.82,175
47.5,352.5,0.73,175
47.5,357.5,0.6,163
52.5,2.5,0.72,155
52.5,7.5,0.5,135
52.5,12.5,0.07,118
52.5,17.5,-0.05,114
52.5,22.5,-0.38,108
52.5,27.5,-1.28,97
52.5,32.5,-0.96,114
52.5,37.5,-0.97,114
52.5,42.5,-0.66,124
52.5,47.5,0.41,139
52.5,52.5,1.03,145
52.5,57.5,2.03,155
52.5,62.5,3.17,164
52.5,67.5,4.5,169
52.5,72.5,4.45,170
52.5,77.5,3.92,167
52.5,82.5,3.1,162
52.5,87.5,1.74,155
52.5,92.5,2.29,164
52.5,97.5,1.3,155
52.5,102.5,0.63,146
52.5,107.5,-1.01,131
52.5,112.5,-1.69,109
52.5,117.5,-1.16,122
52.5,122.5,0.11,146
52.5,127.5,1.73,162
52.5,132.5,2.87,171
52.5,137.5,2.07,170
52.5,142.5,1.43,176
52.5,147.5,0.71,169
52.5,152.5,0.48,170
52.5,157.5,0.95,168
52.5,162.5,0.46,159
52.5,167.5,0.65,170
52.5,172.5,0.78,173
52.5,177.5,0.8,172
52.5,182.5,0.92,174
52.5,187.5,0.79,175
52.5,192.5,0.8,174
52.5,197.5,0.86,174
52.5,202.5,0.86,171
52.5,207.5,0.8,170
52.5,212.5,0.67,167
52.5,217.5,0.48,156
52.5,222.5,0.39,154
52.5,227.5,0.14,143
52.5,232.5,-1.98,50
52.5,237.5,-4.78,33
52.5,242.5,-4.77,38
52.5,247.5,-6.09,36
52.5,252.5,-5.62,44
52.5,257.5,-3.64,73
52.5,262.5,-2.38,92
52.5,267.5,-1.33,95
52.5,272.5,0.88,133
52.5,277.5,1.35,151
52.5,282.5,1.43,145
52.5,287.5,1.61,140
52.5,292.5,1.44,133
52.5,297.5,2.01,145
52.5,302.5,1.31,166
52.5,307.5,1.06,173
52.5,312.5,0.64,156
52.5,317.5,0.52,113
52.5,322.5,0.42,105
52.5,327.5,0.48,98
52.5,332.5,0.55,118
52.5,337.5,0.65,157
52.5,342.5,0.7,175
52.5,347.5,0.77,175
52.5,352.5,0.82,172
52.5,357.5,0.62,161
57.5,2.5,0.86,169
57.5,7.5,0.72,153
57.5,12.5,0.67,146
57.5,17.5,0.78,159
57.5,22.5,1.17,161
57.5,27.5,0.53,131
57.5,32.5,0.25,130
57.5,37.5,1.06,144
57.5,42.5,1.2,148
57.5,47.5,2.09,156
57.5,52.5,2.4,157
57.5,57.5,2.9,160
57.5,62.5,2.82,161
57.5,67.5,4.66,172
57.5,72.5,5.17,171
57.5,77.5,4.48,170
57.5,82.5,3.14,164
57.5,87.5,1.86,149
57.5,92.5,0.39,134
57.5,97.5,-0.43,123
57.5,102.5,-0.93,117
57.5,107.5,-1.84,98
57.5,112.5,-2.63,97
57.5,117.5,-1.67,100
57.5,122.5,0.81,149
57.5,127.5,1,150
57.5,132.5,1.99,164
57.5,137.5,1.69,166
57.5,142.5,0.55,174
57.5,147.5,0.45,168
57.5,152.5,0.83,171
57.5,157.5,1.05,156
57.5,162.5,0.95,144
57.5,167.5,1.01,169
57.5,172.5,0.78,162
57.5,177.5,0.64,162
57.5,182.5,0.7,163
57.5,187.5,1.02,166
57.5,192.5,0.92,161
57.5,197.5,1.29,167
57.5,202.5,1.77,169
57.5,207.5,1.04,170
57.5,212.5,0.81,164
57.5,217.5,0.63,158
57.5,222.5,0.35,149
57.5,227.5,-1.02,92
57.5,232.5,-4.59,41
57.5,237.5,-4.42,63
57.5,242.5,-4.9,52
57.5,247.5,-4.59,60
57.5,252.5,-3.47,73
57.5,257.5,-2.53,80
57.5,262.5,-0.37,113
57.5,267.5,0.3,129
57.5,272.5,0.53,153
57.5,277.5,0,88
57.5,282.5,1.26,159
57.5,287.5,3.17,155
57.5,292.5,2.5,157
57.5,297.5,1.8,159
57.5,302.5,0.6,157
57.5,307.5,0.6,154
57.5,312.5,0.48,145
57.5,317.5,0.53,124
57.5,322.5,0.67,117
57.5,327.5,0.71,124
57.5,332.5,0.68,129
57.5,337.5,0.67,141
57.5,342.5,0.68,163
57.5,347.5,0.69,174
57.5,352.5,0.72,173
57.5,357.5,0.8,167
62.5,2.5,0.57,167
62.5,7.5,0.61,154
62.5,12.5,1.47,144
62.5,17.5,1.88,165
62.5,22.5,1.87,168
62.5,27.5,3.12,162
62.5,32.5,2.39,148
62.5,37.5,2.37,148
62.5,42.5,3.06,153
62.5,47.5,3.47,159
62.5,52.5,3.14,153
62.5,57.5,3.6,154
62.5,62.5,4.2,161
62.5,67.5,4.29,161
62.5,72.5,4.09,160
62.5,77.5,4.23,160
62.5,82.5,3.11,151
62.5,87.5,2.18,146
62.5,92.5,1.87,141
62.5,97.5,0.95,129
62.5,102.5,3.31,154
62.5,107.5,1.54,138
62.5,112.5,0.91,129
62.5,117.5,2.23,144
62.5,122.5,2.16,149
62.5,127.5,3.61,165
62.5,132.5,3.86,172
62.5,137.5,2.92,164
62.5,142.5,1.56,148
62.5,147.5,-0.29,118
62.5,152.5,-1.05,100
62.5,157.5,-0.32,102
62.5,162.5,0.99,128
62.5,167.5,2.73,146
62.5,172.5,1.68,138
62.5,177.5,1.57,157
62.5,182.5,0.88,172
62.5,187.5,0.94,172
62.5,192.5,0.66,171
62.5,197.5,2.57,167
62.5,202.5,1.76,144
62.5,207.5,1.82,149
62.5,212.5,1.44,151
62.5,217.5,1.36,147
62.5,222.5,-0.15,117
62.5,227.5,-1.51,94
62.5,232.5,-2,95
62.5,237.5,-0.59,126
62.5,242.5,-1.34,106
62.5,247.5,-2.04,93
62.5,252.5,-1.69,96
62.5,257.5,-0.13,112
62.5,262.5,2.24,147
62.5,267.5,1,142
62.5,272.5,0.3,154
62.5,277.5,0.19,152
62.5,282.5,0.33,151
62.5,287.5,0.77,138
62.5,292.5,1.01,155
62.5,297.5,0,155
62.5,302.5,0.34,131
62.5,307.5,0.57,131
62.5,312.5,1.92,147
62.5,317.5,-0.19,103
62.5,322.5,0.22,83
62.5,327.5,0.41,109
62.5,332.5,0.32,109
62.5,337.5,0.35,138
62.5,342.5,0.48,161
62.5,347.5,0.44,163
62.5,352.5,0.64,168
62.5,357.5,0.67,167
67.5,2.5,1.58,174
67.5,7.5,1.34,172
67.5,12.5,1.88,168
67.5,17.5,4.52,168
67.5,22.5,5.61,170
67.5,27.5,5.85,171
67.5,32.5,4.24,172
67.5,37.5,2.82,169
67.5,42.5,5.15,176
67.5,47.5,3.86,152
67.5,52.5,5.75,158
67.5,57.5,5.53,157
67.5,62.5,5.51,161
67.5,67.5,5.33,161
67.5,72.5,5.05,161
67.5,77.5,3.78,145
67.5,82.5,3.33,141
67.5,87.5,3.1,140
67.5,92.5,3.38,154
67.5,97.5,4.33,159
67.5,102.5,4.83,158
67.5,107.5,5.23,163
67.5,112.5,5.39,164
67.5,117.5,5.01,162
67.5,122.5,4.56,165
67.5,127.5,3.84,168
67.5,132.5,2.41,153
67.5,137.5,1.3,146
67.5,142.5,0.97,137
67.5,147.5,0.96,136
67.5,152.5,-0.33,108
67.5,157.5,0.38,112
67.5,162.5,-1.17,91
67.5,167.5,-0.01,106
67.5,172.5,2.02,138
67.5,177.5,2.74,145
67.5,182.5,2.65,152
67.5,187.5,4.55,163
67.5,192.5,3.97,164
67.5,197.5,2.08,150
67.5,202.5,2.23,145
67.5,207.5,2.07,145
67.5,212.5,1.55,150
67.5,217.5,1.91,154
67.5,222.5,2.67,164
67.5,227.5,1.48,149
67.5,232.5,0.56,139
67.5,237.5,1.77,156
67.5,242.5,3.19,164
67.5,247.5,2.37,158
67.5,252.5,0.41,122
67.5,257.5,2.46,158
67.5,262.5,3.19,163
67.5,267.5,3.29,161
67.5,272.5,3.64,163
67.5,277.5,2.82,157
67.5,282.5,1.43,132
67.5,287.5,2.97,149
67.5,292.5,2.8,144
67.5,297.5,3.68,154
67.5,302.5,4.31,151
67.5,307.5,4.33,159
67.5,312.5,1.82,144
67.5,317.5,-0.77,122
67.5,322.5,0.06,132
67.5,327.5,-0.8,124
67.5,332.5,-1.04,112
67.5,337.5,0.57,146
67.5,342.5,2.11,169
67.5,347.5,2.25,174
67.5,352.5,1.35,168
67.5,357.5,1.68,173
72.5,2.5,1.43,167
72.5,7.5,1.59,169
72.5,12.5,2.06,173
72.5,17.5,1.74,169
72.5,22.5,2.85,176
72.5,27.5,3.24,176
72.5,32.5,2.99,175
72.5,37.5,2.81,172
72.5,42.5,2.82,171
72.5,47.5,2.61,156
72.5,52.5,4.47,164
72.5,57.5,5.99,167
72.5,62.5,5.54,164
72.5,67.5,5.93,167
72.5,72.5,4.79,157
72.5,77.5,5.17,158
72.5,82.5,4.93,157
72.5,87.5,5.8,158
72.5,92.5,5.72,155
72.5,97.5,6.63,166
72.5,102.5,6.39,167
72.5,107.5,6.55,170
72.5,112.5,6.39,171
72.5,117.5,6.11,169
72.5,122.5,4.99,167
72.5,127.5,3.05,153
72.5,132.5,1.69,138
72.5,137.5,0.19,114
72.5,142.5,0.11,120
72.5,147.5,0.34,122
72.5,152.5,-0.41,108
72.5,157.5,0.44,139
72.5,162.5,0.18,137
72.5,167.5,0.14,131
72.5,172.5,0.92,142
72.5,177.5,2.28,156
72.5,182.5,2.18,156
72.5,187.5,2.49,158
72.5,192.5,2.86,162
72.5,197.5,3.49,166
72.5,202.5,3.74,166
72.5,207.5,3.67,168
72.5,212.5,4.01,172
72.5,217.5,3.59,170
72.5,222.5,5.29,172
72.5,227.5,5.92,174
72.5,232.5,5.46,171
72.5,237.5,5.78,174
72.5,242.5,5.64,174
72.5,247.5,6.4,175
72.5,252.5,7.13,176
72.5,257.5,5.56,176
72.5,262.5,5.38,175
72.5,267.5,6.11,175
72.5,272.5,5.4,173
72.5,277.5,5.81,173
72.5,282.5,4.97,171
72.5,287.5,4.66,169
72.5,292.5,3.75,158
72.5,297.5,3.25,153
72.5,302.5,3.72,151
72.5,307.5,1.22,136
72.5,312.5,-0.91,109
72.5,317.5,-2.44,93
72.5,322.5,-1.74,110
72.5,327.5,0.01,133
72.5,332.5,1.64,160
72.5,337.5,4.24,172
72.5,342.5,4.61,171
72.5,347.5,4.22,174
72.5,352.5,3.9,175
72.5,357.5,1.96,170
77.5,2.5,5.42,176
77.5,7.5,5.28,176
77.5,12.5,7,176
77.5,17.5,7.95,176
77.5,22.5,7.92,176
77.5,27.5,7.23,176
77.5,32.5,6.77,175
77.5,37.5,6.98,176
77.5,42.5,6.96,175
77.5,47.5,6.59,173
77.5,52.5,5.92,169
77.5,57.5,5.56,167
77.5,62.5,5.38,165
77.5,67.5,5.97,165
77.5,72.5,6.04,165
77.5,77.5,5.72,167
77.5,82.5,5.49,166
77.5,87.5,5.31,166
77.5,92.5,6.27,172
77.5,97.5,5.96,168
77.5,102.5,6.38,174
77.5,107.5,5.94,172
77.5,112.5,5.84,171
77.5,117.5,4.75,170
77.5,122.5,3.55,166
77.5,127.5,2.6,161
77.5,132.5,2.15,163
77.5,137.5,2.32,165
77.5,142.5,1.32,155
77.5,147.5,0.19,143
77.5,152.5,0.18,146
77.5,157.5,1.06,157
77.5,162.5,1.49,160
77.5,167.5,1.75,159
77.5,172.5,2.6,164
77.5,177.5,3.02,166
77.5,182.5,3.44,164
77.5,187.5,3.09,162
77.5,192.5,3.33,163
77.5,197.5,3.75,166
77.5,202.5,4.16,170
77.5,207.5,4.33,170
77.5,212.5,5.11,171
77.5,217.5,6.34,172
77.5,222.5,7.34,173
77.5,227.5,8.05,175
77.5,232.5,7.81,176
77.5,237.5,7.64,176
77.5,242.5,6.92,175
77.5,247.5,6.36,176
77.5,252.5,6.51,176
77.5,257.5,5.84,176
77.5,262.5,5.48,175
77.5,267.5,5.91,175
77.5,272.5,7.29,175
77.5,277.5,6.95,175
77.5,282.5,5.88,175
77.5,287.5,5.67,174
77.5,292.5,5.59,171
77.5,297.5,4.7,167
77.5,302.5,3.39,157
77.5,307.5,1.83,148
77.5,312.5,0.83,136
77.5,317.5,1.18,143
77.5,322.5,2.28,154
77.5,327.5,3.25,164
77.5,332.5,3.92,170
77.5,337.5,5.75,175
77.5,342.5,6.1,175
77.5,347.5,7.5,175
77.5,352.5,6.98,174
77.5,357.5,5.64,172
82.5,2.5,10.99,176
82.5,7.5,10.53,176
82.5,12.5,10.02,176
82.5,17.5,9.82,176
82.5,22.5,9.68,175
82.5,27.5,9.28,174
82.5,32.5,8.63,173
82.5,37.5,8.45,173
82.5,42.5,7.99,171
82.5,47.5,7.69,171
82.5,52.5,7.46,170
82.5,57.5,7.39,170
82.5,62.5,7.13,169
82.5,67.5,6.64,167
82.5,72.5,6.91,170
82.5,77.5,6.49,169
82.5,82.5,6.34,168
82.5,87.5,5.89,168
82.5,92.5,6.88,173
82.5,97.5,6.78,171
82.5,102.5,6.68,172
82.5,107.5,5.8,170
82.5,112.5,5.45,171
82.5,117.5,4.58,167
82.5,122.5,4.01,167
82.5,127.5,4.11,168
82.5,132.5,3.88,168
82.5,137.5,3.58,169
82.5,142.5,3.42,169
82.5,147.5,3.67,170
82.5,152.5,4.24,171
82.5,157.5,4.73,173
82.5,162.5,4.63,173
82.5,167.5,4.89,173
82.5,172.5,4.91,173
82.5,177.5,4.63,173
82.5,182.5,4.73,173
82.5,187.5,4.93,172
82.5,192.5,5.37,173
82.5,197.5,5.19,172
82.5,202.5,5.49,174
82.5,207.5,5.19,172
82.5,212.5,5.85,174
82.5,217.5,6.7,174
82.5,222.5,7.58,175
82.5,227.5,7.93,176
82.5,232.5,7.89,176
82.5,237.5,7.32,175
82.5,242.5,7.55,176
82.5,247.5,6.98,176
82.5,252.5,6.17,176
82.5,257.5,6.3,176
82.5,262.5,6.62,176
82.5,267.5,7.4,176
82.5,272.5,7.48,175
82.5,277.5,6.84,175
82.5,282.5,7.23,176
82.5,287.5,7.32,176
82.5,292.5,7.17,176
82.5,297.5,7.54,176
82.5,302.5,7.17,176
82.5,307.5,7.25,176
82.5,312.5,7.22,176
82.5,317.5,6.48,175
82.5,322.5,6.58,175
82.5,327.5,7.25,175
82.5,332.5,7.09,175
82.5,337.5,6.91,175
82.5,342.5,8.61,175
82.5,347.5,8.57,175
82.5,352.5,9.61,176
82.5,357.5,10.97,176
87.5,2.5,9.73,176
87.5,7.5,9.76,176
87.5,12.5,9.89,176
87.5,17.5,10.04,176
87.5,22.5,9.5,176
87.5,27.5,9.35,176
87.5,32.5,9.15,176
87.5,37.5,9.17,176
87.5,42.5,9.32,176
87.5,47.5,8.82,176
87.5,52.5,8.74,176
87.5,57.5,8.7,176
87.5,62.5,8.43,175
87.5,67.5,8.4,176
87.5,72.5,7.9,174
87.5,77.5,8.29,176
87.5,82.5,8.42,176
87.5,87.5,7.5,173
87.5,92.5,8.08,175
87.5,97.5,8.07,176
87.5,102.5,7.54,175
87.5,107.5,7.66,175
87.5,112.5,7.55,175
87.5,117.5,6.99,174
87.5,122.5,7.07,174
87.5,127.5,6.88,173
87.5,132.5,6.56,172
87.5,137.5,6.85,174
87.5,142.5,6.7,173
87.5,147.5,7.13,174
87.5,152.5,6.62,173
87.5,157.5,6.56,174
87.5,162.5,7.17,176
87.5,167.5,6.75,174
87.5,172.5,6.55,174
87.5,177.5,7.49,175
87.5,182.5,7.41,175
87.5,187.5,7.43,175
87.5,192.5,7.4,176
87.5,197.5,7.67,176
87.5,202.5,7.61,175
87.5,207.5,8.07,176
87.5,212.5,7.93,176
87.5,217.5,7.95,176
87.5,222.5,7.8,176
87.5,227.5,8.11,176
87.5,232.5,8.69,176
87.5,237.5,8.26,176
87.5,242.5,8.3,176
87.5,247.5,8.41,176
87.5,252.5,8.17,176
87.5,257.5,8.51,176
87.5,262.5,8.06,176
87.5,267.5,8.3,176
87.5,272.5,8.86,176
87.5,277.5,8.12,176
87.5,282.5,8.68,176
87.5,287.5,9.15,176
87.5,292.5,9.02,176
87.5,297.5,8.93,176
87.5,302.5,8.3,174
87.5,307.5,9.04,176
87.5,312.5,9.02,176
87.5,317.5,8.71,174
87.5,322.5,9.52,175
87.5,327.5,9.1,175
87.5,332.5,9.34,175
87.5,337.5,9.04,175
87.5,342.5,9.79,176
87.5,347.5,9.55,175
87.5,352.5,9.76,176
87.5,357.5,9.73,176
