IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.1.a,Main Activity Electricity and Heat Production,CO2,fossil,17.343705693285,19.877523320084,29.330046164776,31.21417951074,30.114786871347,43.025369360665,39.925350320793,47.902536550838,49.849996797748,50.905310932352,54.05013988845,54.598307314846,53.649562288035,52.591638213509,62.466270380447,65.633412080167,71.021290084768,80.926421382431,88.86690540857,119.91579962513,109.10018129411,118.31579181459,135.81923871618,136.07637523374,155.41285011893,170.63255861859,112.45343267951,183.81376008857,186.2125100183,186.21674974336,143.59356660619,146.61619286857,156.34184163135,186.02607059353,192.41700657583,212.76155610455,235.90290008639,258.88821867075,256.29083924126,272.51066040142,254.05815582843,156.2532535874,197.64646966532,213.85209914078,222.23802609208,230.10216499696,240.80793393725,223.43254918674,226.34122570449,268.03098487455,232.92326628664,253.01031021861,251.27835922875,263.50656962955
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.2,Manufacturing Industries and Construction,CO2,fossil,0.19308677654898,0.22129566607776,0.27998089526276,0.26009381736951,0.32379171651942,0.39552983888097,0.47310358921073,0.5323825959707,0.59694604241186,0.58173040299808,0.79886831153533,1.0028361072362,0.83434083178001,1.0781498271823,1.1943030027419,1.4150656361079,2.3703598502171,2.4201004939844,2.3271868949036,3.99679251789,9.3827802482065,9.6897263867346,8.7043148401938,7.9577926273689,8.6636240127257,10.123098894896,6.4662029092224,9.5868643966468,9.7407381368065,10.416161697656,6.6792409451256,7.8339209033864,18.473415798254,17.963667617862,16.968688307228,15.390311770519,14.598786732714,14.03884475781,11.032105922356,13.63936077717,14.756049825149,10.142129734511,18.077845524798,19.954139240372,22.208462585097,24.215383349043,21.728011214774,33.276725739023,28.199274569001,29.319799363906,26.562461630393,34.208632745053,33.974461752998,35.627795003998
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.3.a,Civil Aviation,CO2,fossil,0.75430550210854,0.8645052835759,0.51109599489482,0.60338360232915,0.83482955060836,0.84969336807618,1.0378750120281,1.0697495382026,1.2765015625976,1.2783823797454,1.3874685455391,1.53482423,1.6374707266365,1.5967107416656,1.5145896830681,2.509306103699,2.6089531391573,3.2094487715414,3.2157106120822,5.6441095758865,6.7922558405061,8.1483311253975,8.0354364604861,7.2825716848847,10.24495055304,11.922449274145,8.7390156540334,17.686902775884,14.951752695582,15.690001070849,15.03903624787,11.683964087053,11.76347363207,12.943258267583,13.062546110469,14.259453389655,14.391546732571,15.740461046684,16.568829333761,14.957832714001,14.250472387243,14.101488005817,14.210770267917,17.303089023401,18.429354413771,18.900723270807,18.986392941593,19.690313259755,16.584860327515,25.492940879072,11.21676226167,12.473236886941,17.615120238504,20.659365990886
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.3.b_noRES,Road Transportation no resuspension,CO2,fossil,1.0407202301345,1.1927635887059,1.3608771440335,1.7009675749712,2.1260942632768,3.4064156326543,3.9130819717392,4.426321836021,4.8779835423346,4.4366442858738,7.3125377752605,7.9730785269759,8.8938636471111,10.11059162383,11.933439598694,11.765286856749,13.514275789274,15.172907045143,16.688625839966,23.671832777742,48.369090036721,56.230616708126,64.891988286382,67.037229338033,75.617156046516,83.186966671193,54.195676263031,92.360236248802,100.03568770116,103.17956261842,80.937155722619,82.406942571441,86.270687325667,96.785569824488,97.381216190821,110.17093755642,123.04361707366,132.65430037714,134.73788463788,150.71151193815,156.31669600856,82.776690512857,104.69609525852,114.82118511297,126.4152522524,135.23878023089,140.17710542985,135.42972879609,136.22496648485,165.12552087389,128.39839321914,143.1074358952,142.12781152716,149.04431953245
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.3.d,Water-borne Navigation,CO2,fossil,,,,,,,,,,,,,,,,,,,0.046508071172211,0.059090579490428,2.0797118941635,2.3717005393369,1.8983065823943,2.7196057017875,2.7337518269701,2.8737135492448,1.8419489685767,2.7940076905911,2.6616807654675,2.7846948445559,2.1166644282331,2.1578040910999,2.3748073887408,2.7954145797098,3.0904818183987,3.601218241477,4.6047975278022,4.1287299215499,4.1751026065645,4.1796508812275,4.1162892193564,3.1749970129145,7.3848723124829,8.2339040762129,9.1914386083415,9.6370725081391,10.209681172771,9.763252727853,9.6157954462592,11.382993465496,9.8661856769091,10.696810980594,10.876346673572,12.160219534909
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.3.e,Other Transportation,CO2,fossil,,,,,,,,,,,,0.063634731299222,0.067890516492469,0.11317570186104,0.1621819049345,0.1694411770516,0.1764153598728,0.27455846496778,0.18603228468885,0.23636231796171,4.0279296587415,4.3285716784872,5.1044559214496,5.1334925605442,5.7190195501208,6.3840188649401,4.4067569557098,6.9252776924646,7.3004317044413,7.288599395969,1.4916525231022,1.9115208189069,2.2771005677171,3.0259767294625,3.1590842746531,3.3995123715588,3.8767778655514,4.5898521295521,4.6270726511562,6.3655991121473,4.6061155565214,4.1841689108929,5.614639403605,6.0260689562605,6.1476049858084,5.3892043542753,5.4765914791649,4.1111561101587,4.3590046569642,4.3701331369379,4.2367426163176,4.3162208449799,4.2866746855431,4.4952814280238
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.4,Residential and other sectors,CO2,fossil,0.24897761558486,0.28535184161267,0.36741768218335,0.37428506007252,0.46818836117273,1.6715197174599,2.1751645649664,2.3678323172856,2.5642431091304,2.7619951269466,2.98091518503,2.8357624166809,3.0618146217195,3.4378557859381,6.9292195252492,7.1942544693696,7.7865980809009,8.2614511441247,10.091774844375,13.804388894598,16.165983844792,21.541609672947,19.922415433971,19.081922126239,21.818043980391,23.657099019002,15.567410568376,25.493364257735,25.380444054024,25.05536446674,15.436377662572,15.130259013987,15.611550721387,16.788288657928,17.28696797164,19.502799754681,21.047965794141,21.388697262271,20.738770061844,24.076969754711,26.204437683958,16.458804773542,23.204460273427,27.288682893375,31.106696241799,33.072865987716,43.271808238324,36.313525090163,38.93544361981,48.262403596195,35.312068299967,38.227073353808,37.965394620332,39.812942633588
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.5,Non-Specified,CO2,fossil,5.1195576101003,5.8674961154744,7.0953552709926,9.5900384018937,9.0450222195477,7.4654239787729,8.2967641765395,10.183769757506,12.142504583034,15.307513436968,12.578995566142,14.214504407987,12.97320922389,14.725340834883,13.631915696855,14.597019817645,15.454799482927,17.542305161282,20.612103214488,29.180824042583,4.029594224256,4.5240058534983,5.0929526056041,4.8930274572693,4.0996513893139,4.1741367637132,1.7649820616395,2.7736929950801,3.264275136541,3.478619541818,2.0231219297928,2.4278887496962,2.138557013132,4.2461554760878,4.1509068365698,4.1292914354605,4.4692363730018,4.2911723646316,4.0431919156983,4.2591467350062,4.9475951743219,1.5847264520299,2.066630893681,2.7741622319508,2.8187551072131,3.2789791362344,1.9781334439677,2.4075504329969,3.4889369541499,3.5735668480844,2.7100631365895,3.1802633886789,3.1584932864278,3.3121982078325
Non-Annex_I,Rest Central America,ABW,Aruba,1.B.2,Oil and Natural Gas,CO2,fossil,2.0095293744705E-05,2.3031102873762E-05,2.5251318446699E-05,3.5907606631033E-05,3.1200503932176E-05,2.4941841354948E-05,2.9400617247801E-05,4.8609827676906E-05,3.4264490280607E-05,3.485035634754E-05,4.4078688702857E-05,3.6486650555303E-05,4.3249045484906E-05,3.8616614637036E-05,3.3080256337229E-05,8.9950824632239E-06,3.6742643192328E-06,4.9426536512574E-06,4.7668087728008E-06,6.2893833523006E-06,7.9011351474814E-06,0.036462079268608,6.4795835019234E-05,7.884418009454E-05,9.8528949877545E-05,9.8174448229255E-05,8.2026040083509E-05,0.00012386480752046,0.00010814108622744,0.00013557529389282,0.099923642330688,0.099880639070659,0.13304209840597,0.10608248719832,0.10705403331361,0.10648272579667,0.15102610807653,0.18218995495461,0.1886199480527,0.21504066541174,1.1686846373058,0.18438873012173,0.053599320970505,,,,,,,,,,,
Non-Annex_I,Rest Central America,ABW,Aruba,2.A.3,Glass Production,CO2,fossil,0.00295325,0.0029719,0.00299245,0.00301195,0.00302625,0.00303275,0.00302945,0.0030183,0.0030053,0.0029989,0.0030048,0.00302835,0.0030672,0.0031102,0.00314155,0.0031514,0.0031322,0.00309175,0.00305385,0.0030516,0.0031074,0.00323115,0.00341175,0.0036249,0.003835,0.0040163,0.00415975,0.00427235,0.0043638,0.0044502,0.0045429,0.0046447,0.00474975,0.00485075,0.0049371,0.00500155,0.0050415,0.0050609,0.0050671,0.0050708,0.00507985,0.0050968,0.00511965,0.0051138065572802,0.0051426024412376,0.0051715604750385,0.0051899025700462,0.0052083097193931,0.005226782153809,0.0052493772731147,0.0052707322394901,0.0052921740799013,0.0053137031477601,0.0053347818334335
