IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,Substance,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023
Non-Annex_I,Oceania,ASM,American Samoa,CO2,0.052676024028731,0.053884355002436,0.055005310952472,0.056024951007014,0.056947555278775,0.057805285622599,0.058550520913902,0.059249378370172,0.060031055604737,0.061115437218012,0.062624679035295,0.064627659963057,0.067044597024908,0.069802749123598,0.072760496155187,0.075765864309841,0.078831693916589,0.081932997323376,0.084995514969742,0.087961271972064,0.090744686843322,0.092774807184222,0.094624236193066,0.096335489465518,0.097979932503849,0.099597044071448,0.10120808198664,0.10274471757489,0.10420239561206,0.10552189791891,0.10666222729314,0.088333770449339,0.089178008980478,0.089764117018814,0.1049682239769,0.089765635439507,0.089055017396348,0.087920761673001,0.086595185716784,0.085375898780853,0.084480034151153,0.083998696709373,0.083862039401265,0.083978957325401,0.084176351233449,0.084328192689264,0.084422334397153,0.084486107806591,0.08454380757122,0.084616691468371,0.084726017319413,0.08503121865781,0.08503121865781,0.08503121865781
Non-Annex_I,Rest Central America,ATG,Antigua and Barbuda,CO2,102.35442186551,102.26987913572,124.56848458714,125.66516098476,111.94245550606,135.54405885139,122.86876069551,135.67344749432,135.70288105506,134.21080802499,132.67837616392,116.28052404565,147.60801984698,85.335102426793,104.29856885835,104.658108494,110.66908854252,146.24020352938,157.87277502452,161.82433165568,163.66235994173,164.3744355008,165.52303039829,161.33976783582,175.73535808746,183.88553506864,182.41928833338,192.98249057668,197.58558444342,200.17903250857,135.38522463478,132.34352485844,149.71419735675,163.28205939058,165.91191106186,172.03642490413,195.83339279767,214.32068436834,230.72882020985,266.24082657182,278.49133370987,212.17912470607,226.0775885092,259.32960181793,279.53852394378,290.80902331336,314.71848392496,276.9804925887,294.94308535298,340.32264719977,275.90048977798,305.20814217438,306.45475848832,323.1056182908
Annex_I,Oceania,AUS,Australia,CO2,160376.93901721,162107.72286853,167956.94964343,177318.4755765,186846.3145502,193595.04137182,196384.03862165,209663.80042126,205988.58883034,211845.41172204,222014.68748441,222974.73747481,229262.38404131,217733.35389251,223519.00445942,237935.44237439,238395.28055761,249584.51860562,258383.30763688,274161.20324579,277712.28160346,279733.62641202,283112.92443796,287023.92772318,292375.55863994,302692.27187027,312671.25181911,322370.94575765,342108.73663281,348112.65826113,353869.68686221,360408.14981075,368620.9057298,368114.96579606,381942.01178893,384085.68360839,390151.25776851,400665.28968611,404285.12104256,410259.41919904,415273.11652343,412809.59622327,413319.27602967,405652.31349453,396257.52357752,400542.42686304,408506.05788257,410837.0885092,409206.66710333,407860.38275772,392519.0522951,384677.23928214,374878.51095374,373616.42391254
Annex_I,OECD_Europe,AUT,Austria,CO2,52967.212727731,55633.250314462,57846.137901885,61156.04838143,58667.612293043,56342.71259263,61678.915494391,58965.804944,60868.48508821,63308.349775028,61452.922331413,57991.838262168,55836.417318973,55852.223955067,57659.489789412,59131.426153662,57923.02835992,58507.500548092,57110.590762441,57113.900492798,61559.285846411,65500.431047525,60509.50777738,60564.761851457,61091.322854845,64053.139324302,67972.358686308,67530.292294487,68091.546103003,66225.392634423,66690.721001318,71375.99688957,73215.97296712,78165.566334955,79605.110299417,80409.998272599,78267.966233243,75438.180939306,75236.854027216,68056.325046199,73795.780477344,72194.686533985,69027.132599302,69612.679815409,65929.043300621,67369.130492281,67782.517711802,70106.334726133,67186.84314843,68533.24514785,62599.758257043,66175.32651512,61223.713116362,58815.133022582
Non-Annex_I,Russia +,AZE,Azerbaijan,CO2,24226.658514315,24249.454722627,25871.038545881,28046.719009071,30228.813015236,32715.065602165,33741.427939555,34967.903550646,36966.087419352,38384.086586431,40424.168999373,41638.269617167,42417.047045935,43274.490455445,44057.828318153,44789.592546019,45665.220990988,46637.999856131,46532.523701876,46666.585819646,56124.321413195,54834.058499358,44901.30282049,39384.857117019,34511.980929314,33879.863147803,28401.798583957,27420.249812633,27376.85505095,27392.603751015,28794.401172945,27716.976585636,27486.275469885,29775.296603459,29500.897787224,31219.170831137,31939.305464604,28920.785207617,32230.574042058,27982.222799662,26635.815789855,29468.697227647,32280.563734573,33211.284328666,34724.135448024,34522.350658506,34414.852954312,34229.718605097,34761.874496443,36981.338025858,35404.026220831,37434.589622699,39426.841688432,42766.200275578
Non-Annex_I,Eastern_Africa,BDI,Burundi,CO2,58.273641094167,58.372192397216,58.181209401279,59.984203454017,64.16276404915,66.429179310921,68.691558017954,71.001779190032,72.206575406652,82.182355198021,81.096724604458,88.297152210559,73.65223707314,89.723726053276,106.33209253591,106.29914929969,111.53777640502,162.07971993067,229.58640036872,243.75651406203,200.38900200351,282.88105310001,222.78045998383,247.93754871839,256.78019243724,252.76139657381,271.65037460566,271.66353869915,286.7823198712,295.33199142442,294.73751675983,234.36225339593,221.43023214031,183.44158786894,218.47656849096,183.90727691194,232.33064630452,371.87905506108,221.40798881389,222.78230727288,321.18634334747,418.89417745541,404.08651283091,456.9400569404,406.45607460019,431.79759306169,481.96964947808,536.17669932947,720.89184834081,794.16929201779,882.12963705953,887.36217604736,839.60989419198,844.33321868893
Annex_I,OECD_Europe,BEL,Belgium,CO2,139256.73170946,129138.89952997,140747.5855784,146145.76393093,144977.6825134,127690.26726403,137334.19829567,134752.15653643,139176.48480094,148419.67270625,137777.89992183,125869.23899954,118126.82117792,108440.30196047,111235.92831595,108806.60431024,109370.78136293,109475.54812891,111728.11447772,112803.01340926,115808.5777929,119731.22495433,117627.29443144,115696.67593434,122111.17705825,122416.50652544,127409.08867386,124418.47650523,127404.24006345,123036.68265248,124969.64077498,125934.01397281,118493.43099256,123371.64104783,121981.06921006,119144.74499782,116191.26178435,113023.42319437,114381.69352293,107403.82826322,114977.04939091,104572.53777965,103086.33211044,104422.49718383,97724.460431045,102379.09181045,101260.96174159,99700.387505258,100098.11768838,99882.484109795,92267.020116023,96251.0060856,89739.264639159,84306.064583375
Non-Annex_I,Western_Africa,BEN,Benin,CO2,311.37240952209,361.67707915046,461.60236573535,476.46417983344,489.01191158204,548.63465318357,365.94470153786,427.14463970148,454.08414530523,509.51061573165,535.37035723146,445.03707494028,516.59508466929,509.69684637678,523.57425661839,616.6598679905,552.81126240933,502.11947349318,454.55058580701,400.77271715515,397.05710607964,348.94522066386,379.29353633537,384.11379879457,390.33867629081,396.67842018681,1074.2545377619,1363.8045662687,1314.386060856,1440.316701149,1544.9375825005,1856.4476856568,2142.0095046371,2399.1653456656,2557.7058385557,2800.8560015185,3858.1080733762,4396.8486201836,4364.0696317615,4682.0087807352,5079.2150260236,4958.7980542005,4723.0560441297,4969.130446888,5458.2155045819,5808.7028337621,7145.5204065115,7241.5085664528,8246.232776928,8027.9028971742,8574.7312083964,6457.8290656593,6618.9796802868,6437.8956551819
Non-Annex_I,Western_Africa,BFA,Burkina Faso,CO2,226.29926303617,226.55588173847,225.68495437133,233.18856202649,251.02700315013,260.66877679844,270.06403089959,279.33602527565,284.02984853565,326.22533528701,320.64300806722,307.75889767795,287.07493924452,313.42763552006,303.50270551042,293.60248240645,357.45191852875,507.5371784715,497.98000262,412.5669020774,326.27959925306,459.17968337599,392.95603869205,412.18914249667,449.1113845094,461.29801373918,511.27693735375,817.08384519474,771.16033449802,797.47323206386,878.76374741579,1013.5918728975,1075.993938161,1195.5769195106,1067.1574066613,1137.8764631735,1158.722693292,1629.3600188961,1906.4045232762,1845.366006644,1969.4531087288,2234.4150438608,2612.9271582061,3076.2251898169,2759.309048981,3904.6199505913,3897.3650309864,4458.5754198909,4970.3104681247,5518.2533411316,5519.5273762053,5932.1945017205,6143.8822654774,5999.250483388
Non-Annex_I,India +,BGD,Bangladesh,CO2,3338.4164675816,3345.1726275434,3469.3552881713,4098.2573418486,4315.274817468,5172.8622564442,5550.514987824,5776.929757688,6196.7574956115,6908.3863180071,7717.4070662489,7796.5070635802,8424.6798844903,9061.472526821,8771.2508468208,9795.6413293449,10782.496742211,11889.122850684,12740.362787654,14078.17173807,14765.612252695,14067.794222988,15731.509818667,16951.282289042,17999.333313985,21777.033041196,22084.240667673,23955.67910569,24477.894734007,26128.595526934,26973.844531193,32629.306387489,34340.170379183,35982.848092501,37902.673358325,40374.743558722,43482.234329692,46207.022859604,51316.885790723,55115.148491468,60755.158341987,65291.454090123,69857.488174311,72062.873444952,76636.884027793,85430.582112051,93976.358485017,101024.853701,105484.99496893,108075.06118155,102457.47149177,116681.25002804,124077.90793058,124793.36325846
Annex_I,Central Europe,BGR,Bulgaria,CO2,69062.944479482,69000.518392197,71312.252764464,72292.664322628,73160.429976701,78266.974116425,79142.341031379,82148.855031581,88207.790355924,91484.91799072,94605.970220457,90719.529897367,92591.994663434,91651.358163651,90112.264336739,92278.517267125,93376.151656811,93714.968707958,92857.617835315,91701.520805672,80052.178795124,64918.802446733,62021.975602016,62834.318167177,60022.49146311,61366.512604422,61660.271577174,59328.449707746,56854.788294272,50118.573691486,48174.75517466,50422.209147093,47594.524876237,53460.18826318,51460.868197069,52488.063999108,54033.274356832,57636.896001499,54560.771175448,46534.248527097,49507.656445359,54782.564371603,49915.050729848,44450.948180595,47314.847928573,49854.208926561,47122.418111746,49279.522944573,46233.112480348,44573.084594864,39490.882670666,45785.482415717,50068.130944148,39792.565934736
Non-Annex_I,Middle_East,BHR,Bahrain,CO2,2978.116412975,2996.8483601791,3585.2049460729,4523.4277415064,5331.1172513461,5501.0743555663,5968.6106346065,6589.3798796602,6973.9844179854,7441.1695525256,7542.9990795684,8075.7935781386,8508.1829511909,8834.7427871396,9044.7550661984,9647.8909002234,10969.153702507,10721.295737093,11314.991540524,11420.45227327,11996.937249321,11569.243396676,13615.280147808,14727.746749968,14999.59807529,15243.189262381,15794.245495034,16259.636713354,17234.473111515,17325.879053184,17771.451818763,18402.539549682,19226.922364211,19896.057880063,19920.636450272,23370.162651339,25448.9522634,25851.913725648,27668.945970613,27655.573458182,28835.262979141,29003.527419359,30216.34438499,32130.836402849,33302.178342271,33475.525181691,33461.786786091,33755.92213208,33824.008084331,36847.310991127,36844.524971354,37275.58717034,36289.086173804,37425.573412319
Non-Annex_I,Rest Central America,BHS,Bahamas,CO2,1441.1410298355,1463.6797261459,1725.4701760104,1717.9374201219,1501.4579056394,1536.8427207357,1356.5272563416,1506.2557703997,1527.4931995002,1573.7622757342,1545.9437217378,1359.6835886411,1114.9401883296,821.37434378095,805.82561673813,714.06870115251,747.73201844836,883.36621491788,902.46252553114,1056.9580112866,1086.1843999456,981.40431312836,846.39261566858,869.9677540482,964.37394936628,1115.2232667459,1244.7163028824,1255.1491592981,1442.0720156043,1295.9372646162,996.78393820435,992.03090935953,1086.2782987118,809.08335840246,873.56533317851,860.12710987903,1094.9718488731,1313.3269034257,1361.2875851081,1132.3283224026,1282.9297353415,854.05851108491,1016.9164502638,1091.0015931013,1136.1919029832,1120.223126297,1245.3497013454,1373.6170767826,1542.561002775,1771.8906700008,1437.4163619102,1590.0650757854,1596.7580658282,1683.711665168
Non-Annex_I,Central Europe,BIH,Bosnia and Herzegovina,CO2,11536.43814688,11573.249639832,11369.593719683,12389.464918629,13418.693763231,13689.847501839,13547.283327793,14274.663349249,14959.832377908,15456.680960903,14894.131930372,16495.812423321,17080.409487746,18083.902217608,18843.264918637,19848.107474716,20783.255005154,19204.41687878,19545.829094657,19886.133874376,24573.129401093,21991.121363412,16227.684051489,13619.398776134,3299.2059648638,3513.8446662511,4398.4575694195,8722.3206263129,11049.953031296,10891.260821289,14280.199547066,14095.807892777,14827.233537169,15187.701037478,16031.758512652,16843.924881496,18688.235867065,19722.79985149,21649.851182394,21657.719999328,22215.220642037,25265.566163065,23308.389965363,23210.755753179,20791.967064539,20825.205045661,23501.667006235,23987.12777372,24059.633865729,22593.488221137,22530.879914577,22964.84492246,22712.670517678,21996.748355892
Annex_I,Ukraine +,BLR,Belarus,CO2,60088.817663701,60184.862149392,64294.581392869,70266.75364347,76069.075920826,81716.717380128,85278.687636637,88196.437455124,91829.386519036,95034.692420559,98566.801781022,100447.90169744,101384.91264844,101920.37642048,101450.60879643,101444.55424204,101894.39752346,102491.04644302,100900.65190065,97422.201024505,105531.60192229,101640.46358152,91839.53913004,79290.35365906,67591.749593682,60425.040696979,61356.346736726,61804.749600265,60305.499140479,58159.411891571,56257.896142288,54985.827219142,55188.840316794,55829.721607726,59185.812977822,60017.126634753,62460.329029676,61054.940492437,64761.219958681,61623.297475234,66117.702507607,62963.619019634,64266.308543714,64427.351709925,63968.785837664,59166.769456088,59061.753155135,60220.986134768,63559.128703848,61374.53036887,58165.599135929,58637.746579553,56826.593400543,54175.660632015
Non-Annex_I,Rest Central America,BLZ,Belize,CO2,59.320261517154,59.281918766207,72.035420978467,72.675176055176,64.844023329107,78.33954520111,71.104107959216,78.427058109458,78.448065111016,77.601009632967,76.73288310803,70.678350768506,61.817084020072,60.611595687271,72.017376286966,72.279433545457,93.466161211227,81.367632229987,63.916925129242,96.054908603407,125.60234385183,144.03781552684,120.12443312788,117.13842949447,113.65940075093,128.47975217309,106.65393419273,184.41611177167,187.43656675009,195.79152615299,138.31013840257,140.63465044104,140.4916002165,148.20487946389,135.98132714819,149.80925890368,173.61821886845,167.62050333492,161.76497302777,195.8687895298,232.51491289148,149.08858053758,162.20366566283,204.51603010708,203.5227785491,246.02152373038,259.39579763702,283.35041582697,246.58838900317,268.5155921088,219.04283227956,245.62827928247,261.72498581261,278.45050442689
Non-Annex_I,Rest Central America,BMU,Bermuda,CO2,138.78747697859,138.67882361156,168.95459274202,170.45915480485,151.85259106107,183.89520135111,166.69938823189,184.07900202723,184.11719332613,182.09211921788,180.01359067726,153.46674100312,152.10781628957,157.533469112,170.47135640304,166.33530983135,162.9640137027,248.24565263568,291.54958779151,362.54841073475,252.50419282174,227.91553804542,180.10378652057,201.02726658011,199.12865666168,200.22052595706,204.14972746281,209.5949724251,214.58012773736,217.38419939819,150.34540741601,148.5924662386,165.47990853136,170.95110887874,172.90261890603,185.9380216643,231.58122050719,277.06584243827,278.78305497112,244.64498113109,308.93786036289,153.29447129982,177.62049063334,197.79771793519,271.82981021406,230.50095515548,311.48202861872,285.1794787584,311.98702903671,358.36098166623,315.47027623762,331.07301684845,332.43865912557,350.51886016647
Non-Annex_I,Rest South America,BOL,Bolivia,CO2,3022.5400558389,3770.2211918104,4495.3577442006,4185.4474696333,3984.9606444293,4532.8689178507,5122.069569749,4920.4472810088,5607.441181303,4989.4597264506,4976.7766386982,5296.4405347209,5519.0884536947,5683.4352965621,5193.1988908687,5114.6609010347,4765.2071956572,4948.658973086,5358.952689738,6170.2892866662,6581.624572687,6897.5278382035,7429.5025336872,8887.4884600986,9592.2491945596,8671.8488213801,8383.0085490373,10164.663727076,10171.502469644,8873.4877795519,8200.6894595967,7931.7474314187,8462.9671045564,9013.7579562226,9445.1252323658,9929.3224211636,10773.011368175,11986.746155323,12833.691328064,13648.121867537,14778.460354575,16079.595472204,17025.536727325,18082.944114613,19444.905042017,19934.75552807,21342.637079684,21759.477934686,21939.567687534,21978.47183423,18544.53964841,21810.74715548,22737.369493414,23806.932390023
Non-Annex_I,Brazil,BRA,Brazil,CO2,106932.15087215,106575.34326542,116203.07147041,135154.09733568,145941.39332439,156425.22699065,171864.7436675,179536.77056241,194206.34251356,207387.11657644,207123.82623251,191279.27552217,189322.39665279,181629.32148512,184758.05460117,198052.49439106,216933.38528069,222932.65812814,227770.9715695,230971.18480004,226894.50815129,235269.73887911,238701.47862579,249340.8404704,258758.44190534,279961.11287002,300603.74375122,319246.08205332,328546.05691879,335897.03185201,349397.15237462,351312.78458831,351409.96789366,346459.48294771,365238.22879751,369183.03016494,373639.21335707,393047.57331976,412700.27871122,385461.27582191,439769.39844392,463501.30257855,497723.05814305,523208.00623776,546149.75392901,517589.64077312,482429.2998702,494498.59296224,470768.5944252,468126.1649346,447423.54722353,505991.48720649,478914.26614665,479504.22928099
Non-Annex_I,Rest Central America,BRB,Barbados,CO2,254.93941256978,254.74807592558,308.36135422099,304.91017091234,272.11406154964,327.94261906706,306.5375367742,335.24025674918,344.96151159465,345.54342102198,345.00152115099,342.57405569673,327.03469677821,342.24006787939,410.08882698822,499.01429919013,539.36932351381,510.1131944379,523.10718880367,595.90426502256,615.61717133189,587.14416318762,570.61035757923,543.02925134593,528.70311338338,541.26600998979,529.27267001308,628.66599608162,691.6575400301,724.3071934046,588.54706227123,565.59388212535,606.71698394495,638.21040558839,631.84354802985,646.53373368832,698.86232852364,671.68110344934,791.97063471749,798.58740138015,820.34489650578,679.25704890736,643.46429437307,730.82950073609,667.85800622901,720.28303931477,773.60189931865,682.41437666207,739.12223634543,834.19898621829,671.56004783349,757.20435056678,759.8419647185,796.21294450306
Non-Annex_I,Southeastern Asia,BRN,Brunei Darussalam,CO2,2024.3496403725,1871.0142922515,2202.7372023708,2674.687608089,2775.8730637088,2861.2452956754,3307.0693282449,3385.3616584243,3490.047137263,3163.5653418817,3954.0948603284,3321.7013988782,3699.1190687302,4030.9086663846,3903.8829902788,3848.6889026652,3623.6418821054,3727.2595397894,4058.0942842017,3994.6193918432,4299.9849043595,4909.5126689678,5361.3242101316,5410.8115087755,5493.7938348104,5813.61854153,6107.377706386,6501.0239369965,5742.9754156463,6008.1850893924,6074.632103629,5861.5572669807,5557.8612638506,6452.6359644321,6268.8086566502,6008.8643560766,8615.2940841527,8184.2329693574,8907.6431836391,8020.7876636979,7379.3472215644,7861.0504615882,7622.2578298572,7788.9614527632,8106.5607057419,7365.1375676436,7899.2414251307,7871.4140906683,8030.1393227715,7603.3104208533,9903.6977284193,9746.2409662729,9448.4863647837,9716.0604974166
