IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,Substance,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023
Non-Annex_I,Rest Central America,DOM,Dominican Republic,CO2,3882.248655617,3930.3678980915,5059.4623034661,5075.900542747,5428.1031031291,5634.3739047422,5781.8891638216,6246.5043857535,6364.1133519555,6722.5304294009,6917.6225031129,6577.2617320171,6396.9535766953,7413.1128431522,7795.2285913253,6851.2714112005,7661.1487718232,8806.5614663536,8832.5400991478,9409.2818412573,8046.9013283405,8426.0912306522,9777.4729127571,9655.8961341217,11283.635224334,11996.416460066,12905.063898948,14682.752795046,16789.344015389,18201.665563547,19008.182761359,19140.43568513,21014.243649626,18791.858644664,17421.417353729,18786.170377801,20574.874410001,20748.201793217,20714.489782164,19834.57433671,20920.724424263,21120.352858549,21877.808508843,21476.689201686,21693.781627882,23868.304090439,24864.891702495,23779.120774589,25620.846412426,28524.561889558,26900.253237311,29666.217894568,29644.208700622,31350.812904636
Non-Annex_I,Northern_Africa,DZA,Algeria,CO2,19690.626069496,23011.07186524,35151.108255341,47299.134950548,39900.425378383,36407.39336822,47074.144776695,52149.519575726,57354.073593592,57423.36299361,57203.577688185,54001.498203971,56863.088081516,59193.015749398,62358.491060364,71684.195045507,74948.762927613,72230.150365872,72939.221470937,73193.933980592,72159.341754872,75191.801875374,84781.221069229,82972.671823883,81152.442228151,83816.680738699,81506.021052807,79620.823343326,81438.913894839,84952.562696543,87936.216486116,85820.270799945,89684.100324014,96502.44171803,96621.778094972,101396.97922072,105501.04255636,108912.07206261,113702.37923748,116085.47024104,118614.65782255,124794.97739755,140259.90721435,145703.24143857,155010.83485141,164862.1356871,160990.31957807,166551.43824148,174835.67944261,181649.31857253,171893.06062103,179742.05328456,186644.44736107,180357.64986611
Non-Annex_I,Rest South America,ECU,Ecuador,CO2,5019.030335194,4490.0912995155,4480.0548161593,5665.389451019,6917.0757143147,7496.4932734241,8585.8742206799,9978.2703856537,11214.037850276,12152.716621731,12793.350017894,14087.021972639,14182.111317571,13330.409540044,13998.115978676,15058.022473699,15747.958906912,14490.815890318,16270.865928368,16336.584624065,17554.097205833,17591.379514201,18531.276055237,18079.211270593,18951.310793065,20801.756534932,23967.224327784,24977.565384552,24506.792381889,21696.28804402,22042.694112506,24309.071205948,24296.133433369,24836.811020348,26226.302012349,28236.92845309,30232.118301231,30839.624995158,31872.261663987,34674.523908734,37374.149215594,37747.297861944,37922.81903081,40349.0729274,42542.629244078,42263.225166584,40971.860303992,39764.066617216,41371.735000338,40826.245087175,35712.467579671,39889.573490424,42260.221344551,45328.160395035
Non-Annex_I,Northern_Africa,EGY,Egypt,CO2,25449.945003444,25157.69106819,27337.928395717,25453.719539015,29425.951256536,31724.497101006,36672.43901596,37832.566672578,38314.474792171,41609.424846953,45703.664644142,51658.174078155,55818.52367735,62160.043654141,68438.286932327,71816.780737863,74984.267148798,81260.867724747,83420.224855591,88572.296537748,91500.942656348,93673.798069383,97445.022551884,97783.063125788,93222.82145062,99726.502863106,106918.92368686,113774.41786777,120120.9167334,129403.42100136,127910.3146677,141198.82929515,144957.49768085,147850.34109296,160413.52686446,178383.20277983,188871.55465296,201951.74095682,202015.21889134,210334.92303937,211745.8686337,219332.18408275,232941.33942986,228738.8452089,233092.99813255,239392.53777635,250097.3517377,262076.5548753,256574.88236315,237063.89394905,226188.38677646,249736.49946279,247160.66317809,249331.8512538
Non-Annex_I,Eastern_Africa,ERI,Eritrea,CO2,341.69260333949,339.90434117902,321.66997049706,324.55500937444,317.20403869847,301.71557962952,293.96406345336,249.01460405396,258.63975413348,286.81751332515,301.09960851729,339.52588792773,317.61395987142,322.4945026483,323.79108779262,333.20763981509,291.4251509255,296.54228837948,305.56562211231,312.95526637696,329.20928754917,378.17465157279,491.0444235406,683.59498337926,770.83575748504,834.04208215528,917.14807778586,858.81470385795,639.40129654597,679.24907644873,670.25064360353,735.30614054029,725.53804017678,700.40490778743,717.33302916177,604.18162175603,543.35992316858,530.03971507292,463.0398802356,480.87730813652,516.72410912207,616.60980475339,634.25092156326,593.53910291194,595.55050267418,577.58754251341,597.14964819611,586.10546303769,655.02405968218,673.52140033086,671.77978492978,712.16402892344,667.38973498106,668.50025948463
Non-Annex_I,Northern_Africa,ESH,Western Sahara,CO2,86.830080362343,86.829107203612,85.648262604757,88.005336445994,94.289579590234,99.43407307142,99.860896397724,103.38802969848,100.58735770775,111.41087088198,122.45209372179,112.44021130264,115.60034844464,118.51023349908,115.40438089624,129.22854669278,133.58948090282,174.86278375696,163.18787498181,150.95408781384,149.70291768657,181.0645131007,160.34871558645,149.78440194853,150.99915883714,175.65406422022,179.04292031773,187.7182329234,190.31154427821,197.81960212049,255.33372171901,258.85081174608,258.23544328985,264.14653420741,263.24108548558,259.56402098297,260.02166647772,256.0639965848,257.50943231126,255.59307320739,252.95444851187,238.90153022515,239.48378219265,238.09303700063,233.44243917076,238.07757298859,240.04703224153,214.77247140067,225.72499300616,233.00854074314,197.39342627705,240.86649987951,265.97556088964,264.75985928677
Annex_I,OECD_Europe,ESP,Spain,CO2,144262.79817715,140882.45518068,153238.72092584,166121.39714238,178550.59168407,184417.30131966,202622.39708548,194574.87013348,193408.00751582,205161.46664306,214933.28496752,220606.74133355,214153.51588064,217304.88518659,206432.15978328,199700.42755085,203571.95729572,204761.27368814,208937.07012689,227250.53049604,231818.54140886,239520.72631985,247751.67444925,233105.14291885,243967.88379544,256446.3954319,247453.71400734,267106.55731119,275119.10870515,297101.96698869,313239.90254168,313915.49596256,331324.61418271,339731.46637142,355442.35575895,370427.77135092,361521.52050249,374686.92360488,343093.0673323,303775.847194,291243.11084137,293161.78082233,287397.08869763,260597.82908732,258015.46865043,275078.59046831,266531.10569131,281695.40932774,275130.06053445,257725.85046515,218744.21833382,237586.87590453,235471.15122154,217261.72181713
Annex_I,Central Europe,EST,Estonia,CO2,21264.056356089,21289.377109734,23155.764758508,26464.632451979,29486.725242441,32073.948371769,33672.956835291,35047.829562755,37322.646055266,38819.298077753,40285.597566956,41350.780904862,41515.822545551,41252.184715618,40214.2294743,39379.442662342,38361.420841363,37733.504161459,35806.883959518,32557.559329937,39484.068860407,36041.566256515,26134.088664219,21356.362228476,21962.40477453,20004.182974291,20977.651077095,20543.696825928,18612.887067278,17139.025074548,17376.504986188,17759.236770643,16998.827538918,19030.534558237,19402.394952972,19377.59494593,18715.995062757,22261.388586679,20135.543881596,16811.392686251,21557.955195394,21673.61600118,20523.597163947,22914.406883114,21920.755022137,19990.960834309,19979.760746561,21222.72133971,22358.837520039,14707.78834406,11480.791075621,12309.536149992,12588.15636939,11436.368931381
Non-Annex_I,Eastern_Africa,ETH,Ethiopia,CO2,1167.0520279512,1170.8176172836,1087.0105319066,1187.2026209394,1201.7571179794,1069.122936929,1064.3794238497,1135.6389358518,1171.8442743137,1217.5161231543,1252.676344862,1361.8897273131,1249.3948385267,1334.1428398329,1241.666935469,1291.1503969743,1622.0081659898,1899.2287409336,1983.2493512722,2091.5302268364,2186.1235040946,2165.3539407434,1695.728008639,2158.7807111568,2496.108794988,2826.1582955202,3186.8032066977,3332.8593050705,3541.4511645231,3495.6062768308,3875.9717520461,4786.9849461906,4920.8404440522,5259.5607466573,5730.1180474304,5471.3890493364,5792.8730402891,6348.4777868092,6862.0595525553,6905.7796982797,6876.5155531645,7959.1579296771,8986.7628087222,10442.221324569,12404.598212075,13509.631502257,16031.580054445,15868.791241975,17465.160717076,18829.441642753,16877.357514984,17277.081854292,16539.064388883,16707.69210373
Annex_I,OECD_Europe,FIN,Finland,CO2,41242.208980517,40655.44118612,44347.856871277,48420.892991258,44608.275881276,44761.031087485,51000.305082315,50676.646238208,57125.462614075,56890.75813956,57417.568626117,48009.179694446,46263.091310236,44677.232958202,46021.178054212,50455.782894603,50561.205476093,55223.15758755,53867.362070495,53888.542740487,56221.528507988,56906.879764417,54090.238702119,55364.576916845,62090.613237982,58749.0048142,64934.415954247,62740.644273546,59539.069834026,58894.480112658,57525.169739395,63571.461845744,65721.637784195,74090.178904568,70449.441977518,58240.910307309,69849.842054148,68064.464606403,59823.702524601,57075.481547731,65842.45317621,58217.076216342,52320.102382262,53327.236489282,49437.362081696,45970.950208912,48803.470771176,46072.987496838,47434.796103201,44140.630801029,39464.87693094,39436.364095004,36153.68242824,32268.877244114
Non-Annex_I,Oceania,FJI,Fiji,CO2,712.67519995687,721.61354329353,770.05166176774,916.52213373584,1108.6135423333,921.26874452257,906.47855734134,960.76872349409,959.40719785435,1027.4707046873,1102.4172609106,1125.3030316278,1095.7334063886,906.85769874363,756.57105356883,848.97343977458,873.37287159345,792.86510986567,783.74686954834,906.92780563879,1015.0332475458,891.4074844692,1000.4786369482,1083.5875358024,1133.4120872925,1123.7458523878,1178.0207335589,1216.6754970887,1206.1984296328,1292.5919023149,1460.5874153987,1582.0512619408,1307.6144456052,1521.0695800753,1978.5661323437,1730.3998213906,1860.2941272995,1723.5679509207,1291.2356930343,1062.9271176973,1695.8628706423,1244.8042534893,1204.4493079156,1372.4775736718,1559.0348774891,1616.4409191064,1591.7979882875,1749.7972759909,1845.0592460927,1918.1485041883,1934.7594659117,2028.1291171918,2138.612139511,2210.5378920176
Non-Annex_I,Rest South America,FLK,Falkland Islands (Malvinas),CO2,2.9338616612412,2.9311927280186,3.5682246570714,3.5995219315636,3.2074884817333,3.8817297527984,3.5193926622986,3.884986418041,3.8855175959556,3.842637450587,3.7986448712532,3.7266341328578,3.4839134160661,3.414164128182,3.7957678046191,4.7548570717273,3.8321946142544,4.0715432360778,7.7296134611929,11.605925632373,5.6812965040345,5.7066564619092,5.7476537442117,5.6029950985738,5.7093639718225,11.191026806405,6.7384312327937,12.603107070424,7.0877076364117,7.1818716862433,7.1983928337805,7.7987152034711,9.0722448376166,10.269198777438,10.920252760735,11.159761970104,14.187793455451,14.858865700836,15.637250267504,17.239328921275,17.080023937196,12.662580578826,13.442697622553,15.404752551108,16.25734949517,17.324515540565,19.192543478992,17.085701138093,18.485069623752,21.234137443981,17.225063331993,19.05516023888,18.500872359138,19.454080204043
Annex_I,OECD_Europe,FRA,France,CO2,469441.35683463,481554.49685577,499104.29668746,535747.3181672,517007.56725924,476495.43600006,521998.50808894,503432.9549897,521446.53161867,529021.13023636,507050.04308362,456711.64738321,435664.19469798,416533.87320837,404967.31825029,394706.77229716,382601.00809669,375772.70617763,375843.9201668,390359.98022784,385272.02543369,410336.09772957,396929.01384668,377282.97457027,373004.20607197,382053.70164054,396741.91194438,388473.92720553,410471.281948,404164.23071672,401211.15123154,405343.50431195,399910.60692553,404842.56961428,405917.49347019,408165.64879018,397425.90280702,390273.37379115,383004.06742095,370375.89251084,377759.82953031,364313.86525691,366138.77747346,360992.42941017,328087.89180556,332974.87319289,335767.83304551,339345.80215629,328630.1754088,322752.33398135,287324.31788542,319424.80736961,310457.93477497,282427.46665015
Annex_I,OECD_Europe,FRO,Faroe Islands,CO2,0.87799077,0.91952855718403,0.96171912173636,1.0045721129517,1.0497832911496,1.0945469837263,1.1301808723645,1.1676183347561,1.2026675126109,1.2415597414913,1.2795638257548,1.3073778483655,1.3366330306024,1.3641563443522,1.394263328867,1.4258901319909,1.4609371971652,1.4980525228775,1.5323401450714,1.5635538870917,1.5882829869284,1.5998390232857,1.6057563654265,1.6061807331529,1.6095022242557,1.624092618166,1.6393968666168,1.6588752694673,1.6816294048199,1.7080793010963,1.7566600756343,1.7908220113059,1.8214595084763,1.8507934722571,1.8904703815897,1.9221396870659,1.9355376910472,1.9430826507967,1.9538063591291,1.9650237118175,1.9760938382825,1.987457153116,1.9986796571619,1.9990581089927,1.9988230456999,1.9991829707139,1.9994817685462,2.0133826120784,2.0293057059856,2.0449290133592,2.0589767399233,2.0726568226595,2.0889916083296,2.1034724281268
Non-Annex_I,Oceania,FSM,"Micronesia, Federated States of",CO2,0.0054313100383794,0.0054914319792242,0.0055082307568132,0.0055073466106243,0.0055232612420244,0.0055833831828692,0.0056921331641033,0.005845090454782,0.0060316453006388,0.0062376513626512,0.0064516147403637,0.0066726512875873,0.006901645150511,0.0071332914520014,0.0073596328763584,0.0075762486926376,0.0077760657313278,0.0079590839924289,0.0081359132302078,0.008318931491309,0.0085169802376214,0.010769814346278,0.01099947650158,0.01122481548737,0.011411154479416,0.011535192261561,0.011605923956673,0.011619186149506,0.011596198348595,0.011559064208661,0.011524582507294,0.011501594706383,0.011484795928794,0.011469765443583,0.011449430081238,0.011414948379871,0.011369856924238,0.011433408152904,0.011257159381571,0.011191383779748,0.011057372809326,0.011137610616492,0.011110897201248,0.011159595978837,0.011158188656881,0.011202138650626,0.01127803010626,0.011400928877593,0.011443234964627,0.011544530074983,0.011621527623906,0.011697111757584,0.011776232476018,0.011860311486829
Non-Annex_I,Western_Africa,GAB,Gabon,CO2,603.67002444322,1116.7397794839,1203.5411848723,3855.3695902676,3957.3687554927,5097.269506248,5913.0819545576,5844.3243840427,6495.9438324954,6399.3318351573,6151.8767309176,6475.0882592877,6458.0967401178,5931.2058739618,6860.1240454673,7840.5162390523,5628.3059338532,4799.2067741981,4960.0016614402,6258.5071036447,6171.1300629919,4933.9280839108,4971.9066814475,5082.6846562095,5045.8275309572,5670.6225353928,6332.5519552683,6048.750772183,6922.9521451189,6589.9832511991,6603.5477392685,6740.604248362,6471.7974478501,7341.9780155951,6624.8412171982,6391.1432506073,5706.5024982921,5174.9479595498,5518.5417531631,5448.2797614651,5957.3105514519,5819.0220984525,5889.1248826055,6076.6429166466,6266.0981256473,6440.1179249436,6500.0261267021,5626.704169357,5257.6785513777,5438.9038655384,5309.6435900507,5137.745988703,5395.0348646118,4926.8960049608
Annex_I,OECD_Europe,GBR,United Kingdom,CO2,673420.15048455,668671.39312735,657717.15310156,690030.99046814,644640.19029771,623657.2376119,629811.34531441,638312.47834724,636477.11860378,672663.56521251,608325.39602927,589020.99094862,573100.97047057,566265.27188589,549960.30038394,576542.702086,590533.70471374,595184.68591115,592890.44764338,579287.39208597,582348.98421645,591481.30093051,578182.40010726,562131.73124807,554624.53266224,548082.29556026,567364.19794711,546492.04844148,547104.08306038,543718.57853584,551679.71420639,562908.47136962,546905.87707376,560427.00262227,560937.85024845,559328.26434195,559756.82491299,550228.66052734,533747.85287357,483361.40295291,500628.49672184,459017.4108116,481189.95573319,470171.82677475,430496.23489795,415856.04769614,393343.90083901,381285.41542937,373220.5491157,357332.57815088,319014.66772961,339495.25831494,327460.6652054,302103.2806579
Non-Annex_I,Russia +,GEO,Georgia,CO2,23930.456115244,23653.329817783,25127.002237917,26642.165595735,27925.449940164,29932.719568733,30432.173943104,30735.865219419,31532.748804208,32620.331836671,33501.979464056,33902.541165962,33497.786414153,32920.740990973,32635.277639087,32197.33677264,31912.055765281,32321.985815812,31837.012510803,30651.165782026,34488.354718904,26609.978633175,20920.97064523,16746.349103249,10919.671854176,8519.5455305526,6896.9394628051,6048.1580048582,5485.5166406073,4887.990600443,5212.0913379203,3878.7000807205,3592.242494059,3954.8786794054,4309.0393863538,4977.9309557668,5680.3920616503,6594.7023624729,5679.6831962463,6469.5417340317,6292.364110989,7582.58821367,8271.2737568237,9145.9316002402,9837.2467204398,10645.522807194,11023.598740959,11169.018686846,11134.537273099,11919.839723967,11546.261274023,12147.212999131,12633.941429014,12863.595100414
Non-Annex_I,Western_Africa,GHA,Ghana,CO2,2344.6045770653,2384.2775186713,2496.2158177093,2550.7385940498,2718.5614991763,2894.093381974,2959.8791828347,3055.1696835883,2971.2005091186,2634.979902997,2663.0780867319,3174.3909442672,2733.3669023714,1726.8300208295,2000.8560741873,2341.1095510462,2538.7404233007,2707.6621353246,2842.5040392954,3171.4528177424,3131.029043131,2902.8832153519,3427.2292481254,3535.7540759147,3763.6179584566,4044.2414319275,4388.8730909471,4616.8790341097,6269.7929009057,6842.5249707996,6085.8995528751,6573.1670890253,7751.4938470355,7279.1275942999,6800.5994581387,7187.7027019636,8721.3697263352,9211.3136202295,8746.4077471836,10047.157184868,11248.135496651,12131.651644693,14640.20704764,15563.121958634,14997.733030469,15788.475471472,16193.529397394,16964.10663722,19132.392644667,20201.396400346,22149.021123381,25009.523020527,24788.739121729,24163.786188627
Non-Annex_I,OECD_Europe,GIB,Gibraltar,CO2,69.48365519,69.49313768521,59.581798542901,59.977722951743,60.032589381459,63.028207675384,62.464905542063,59.37737727244,56.228264822749,78.781418425232,93.954503456481,87.586292547396,97.620422460017,88.156365859295,84.943212955519,91.153102490893,117.1334692777,128.59344951791,143.88837603402,137.45602971666,143.83389203259,203.022773364,240.9750265482,244.0788071856,288.21763475159,281.91200995365,288.17429978084,297.54990943854,313.17958434278,325.6515961478,341.22134504821,349.97872098136,356.24169487427,362.50664345241,393.76495694247,406.28235294717,425.10337072712,422.03527847266,431.31932467979,471.90688728837,475.0544813063,459.44515665709,468.84890765161,499.95721952144,537.34016434268,587.24624035413,612.35549183011,649.8264553193,689.73251054931,717.39068029212,639.41570440111,646.66689772073,674.97241345991,688.58790258425
Non-Annex_I,Western_Africa,GIN,Guinea,CO2,459.36150049719,462.09855194715,464.67154792729,480.66001024554,513.61403592204,530.44033301874,550.00874905506,569.98633625613,581.85026253389,661.43872681941,650.28360496387,615.98791771631,585.90049990625,646.08212337948,628.44711076032,589.01928838237,737.04720339582,1072.1382586295,1006.1971638507,906.36282415325,945.59277584507,917.83875115656,822.82946501323,848.10073225934,861.6457682159,877.61114852034,909.27749886329,919.56300875076,952.10702471865,984.98070503775,1471.015084254,1566.187993088,1688.8768689234,1784.6382032169,1829.3314573023,1753.8957718233,1874.5540505355,1935.6429444359,2070.2747292762,2193.2281877492,2521.4466342302,2676.2738083381,2543.94671818,2297.1549834308,2379.142172692,2845.2130270272,3202.9148174261,3212.7037552412,3246.6660221092,3446.1632079736,3601.0727618046,3672.9641336147,3808.8315505592,3715.3832877541
Non-Annex_I,Rest Central America,GLP,Guadeloupe,CO2,185.1419650012,188.15360028247,221.56427122038,225.30467245114,208.46762832423,237.20857296215,224.0567075473,243.58879004216,247.04299361986,247.37246262875,244.61196146864,306.08691777179,346.75011724301,376.98232898709,425.28687331377,400.36896846673,418.92679494694,497.14023311364,576.41043506611,627.38365641305,687.36489851552,731.95477444456,685.50149290256,735.50749825011,771.34039484523,753.46406531167,741.56102576142,774.61469415317,789.61259103485,797.5445549456,617.03815758494,643.14787859998,672.45921218046,696.44819999964,669.2754872057,681.42746994393,761.860680728,819.18208440214,829.89110708575,893.18763071383,1015.8108726637,1111.4107900958,1110.0020234377,1113.1223107566,1113.481609795,1115.6693420013,1114.1200736847,1114.1535895652,1116.7845563902,1115.6205786597,1114.7667987856,1114.7689982739,1114.7689741058,1167.1411679013
Non-Annex_I,Western_Africa,GMB,Gambia,CO2,79.221207175498,79.250984852419,78.880729918346,81.636477698709,88.107713605654,91.52984066791,94.905484373262,98.272560969448,99.862576584807,115.22503321116,113.13087939125,108.34264658378,100.61077737458,110.15643264921,115.95244777501,115.60229113475,108.69281709125,185.65374843012,170.52069191781,157.29559007383,122.28253743616,152.45294475068,129.66953585869,135.93380035374,155.99648649736,148.84943516261,154.44240342931,154.52312700355,167.69302227574,172.70657803121,268.18874534717,296.10996131539,307.66553665263,312.62539622511,325.96647915825,331.258454208,370.51422553243,385.85708383389,392.32389336797,435.09509468656,442.71635471046,467.65978712924,450.27771381181,451.83433815412,484.84490990335,504.30849673799,508.43180139931,512.28776072359,517.1303245278,559.37610840062,587.2711382781,597.50960542241,624.14517449375,605.83061024132
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,CO2,44.174787853749,44.202609593745,44.014054758446,45.529438193486,49.070530824696,50.94840625167,52.796187342669,54.639383801046,55.513508152774,63.899837522739,62.781544390508,60.185192694551,55.987978670824,61.206097461371,78.256093880351,87.52647538919,78.456996315664,182.83896187781,193.50408686039,180.98013928355,168.69612942451,211.35003286957,189.31631137104,203.50880928797,202.81445345553,208.35515648566,206.15221661947,216.23876520114,220.35562805192,226.91445300316,202.70643747898,210.14694433529,221.99901224059,262.33722061744,269.6080915794,275.62719463628,291.91830042103,306.67520251823,292.86859062319,309.9606659405,315.250875057,321.28260228968,324.68921955995,333.7748342328,342.16761371628,359.42632844185,375.12305502772,300.25317538676,302.07958379221,320.20238747781,335.46695623697,341.30884580227,356.45123630508,346.01742118274
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,CO2,41.611327928323,41.598134657978,47.873477551453,28.889783553838,35.219096814055,38.240572807671,38.326424502605,38.313488479674,73.438948684868,70.399011191656,64.163136959826,83.223572154706,64.016928247396,41.935156019403,45.030620137349,42.191855355004,48.421291954805,51.508667050657,57.8887359173,77.161464061373,71.086333607977,74.097249121531,74.124991328977,77.157348006573,1211.7092953495,1287.2835027681,1407.8642701517,1936.2298440457,2354.2032105892,2572.7743571197,2744.6259038057,3600.6056078087,3212.2366238018,3590.5697526498,6279.8606441662,6395.6750710908,6386.3344823094,7136.4039557997,6606.7187507645,5477.8483840924,5715.9029126696,5953.9924403521,5595.088849498,5723.3197910551,5717.8686832678,5406.8752909049,5389.2528229984,4887.0373333197,4682.6410949861,4555.0888853886,4468.9883276591,4358.191248002,4161.1932444587,3776.7528537348
Annex_I,OECD_Europe,GRC,Greece,CO2,28858.057445236,29907.43567552,36728.873090054,39298.291397077,38510.376056072,40512.262091139,45464.56249084,47686.586113591,50303.712260748,53216.070051026,53328.051741793,53008.449224731,54147.613805615,57632.056612319,59033.421168368,62446.89223561,62039.944553039,67229.639521386,71736.246138951,76417.384604237,77902.246635035,77928.593167186,80056.575986078,79583.501140602,81205.656464902,84253.414672463,84241.858831902,85191.24098904,88643.391514388,88893.624612073,96054.580392988,98109.373979551,98073.843295795,101831.7227344,101575.87851748,103624.42145661,102378.38799124,105998.2198843,101830.36177376,96214.108737695,89091.915737573,86135.669569251,81546.196370871,73865.857625448,71004.200707434,69447.551980085,68156.034771857,68378.911234937,66582.305656799,61619.060643719,52372.938123386,54198.441113067,54932.297956222,51674.001168373
Non-Annex_I,Rest Central America,GRD,Grenada,CO2,11.217801636656,11.207532046955,13.59583742363,13.712627768663,12.241428331197,14.768231132328,13.407368515662,14.775872429074,14.775915363689,14.614045665246,14.44996041378,18.809786414468,17.601127240849,17.258092926683,19.171174140705,19.240174898347,23.145901423187,30.51768894224,33.947282043844,34.803974884993,50.773112298266,50.992672683814,52.711830108488,59.371388287694,69.351284139035,62.30426464037,66.515782863454,90.747863990883,79.151609532716,80.185681900072,57.310716082605,58.240279651849,63.255030610666,69.551483309256,66.242079696068,71.162317313491,81.172808991489,90.24371535801,98.646300196338,106.08089037282,118.73450188934,91.859835598069,94.973613662607,122.46393108881,109.92330958602,116.98237876689,127.43513659606,127.86527474398,130.77197997509,150.15097102127,121.85502254946,134.78702693285,135.34513568025,142.69810428638
Annex_I,OECD_Europe,GRL,Greenland,CO2,0.78130801,0.80787966157949,0.83048612306633,0.84910658503422,0.86638204832475,0.88013718149266,0.8926503826697,0.9028148304126,0.91267419677229,0.92328465258491,0.93673535822093,0.95340083061595,0.97314983769972,0.99551654988574,1.0198286465901,1.042587099578,1.0636729838265,1.0861471451863,1.1067338026009,1.1251070406711,1.1425852289154,1.1638330029986,1.1826582794154,1.1993729145565,1.2168722786057,1.2355782545758,1.2550658373195,1.2701054755985,1.2890649281129,1.3099058941724,1.3394051394957,1.3657091033714,1.3883500619537,1.4140765321556,612.84925003519,619.23593650113,634.87379575881,625.3819629162,644.43584800745,558.75591844544,650.72760236115,691.90724890127,545.85763353768,547.05298349342,489.05554053961,526.11248863153,525.68835607153,514.00535455838,519.25590432983,523.84529065804,527.50221094768,548.37986666987,575.76904926162,582.22398223483
Non-Annex_I,Rest Central America,GTM,Guatemala,CO2,2500.0176468959,2498.876852081,2741.1997644383,2910.755507281,3019.4705917588,3320.4865848817,3291.3626148887,3773.2744385478,4172.2803663562,4651.5362717028,4666.3707677787,4032.7234981429,3685.625281198,3129.9710121691,3513.2120062382,3692.0175127796,3206.0046779711,3585.9665924457,3523.3958756052,3755.6302605778,3914.3026268704,4137.4441737837,4850.265972783,5385.3180781228,5820.8013454626,6792.8450234497,6671.4157293309,6976.8466256316,8702.93968056,8666.4174217158,9685.3708287545,10174.58535391,10692.866149857,10646.334034592,10851.47832918,11771.874864363,11915.447782898,12700.931885492,11568.932305909,12197.14716093,11776.766876822,12146.249800289,12581.73012232,13535.265843847,14533.16019216,16974.611632469,18039.745737917,17152.438181856,18754.840302112,19679.373845512,17642.230520015,20243.162129899,19977.325617027,21349.405265136
Non-Annex_I,Rest South America,GUF,French Guiana,CO2,91.016010194791,90.943768087433,110.86383058838,111.8546853224,99.614301591353,120.69684381014,109.38627406771,120.82611988675,120.85568912055,119.53092657815,118.17225987353,102.05512589173,117.01129236328,118.90809406453,103.99871831103,104.37613971132,127.19971700732,151.19508835063,186.56991769977,220.7192543873,257.45825814043,283.13250998408,233.38707621447,299.28698967511,304.93748608132,349.90228521881,361.28287821185,375.56739161033,397.63735694248,402.07780092324,174.26674985586,175.90900583395,165.56263732452,207.31699209327,200.5533468464,199.90377195671,195.07870639832,226.57908479436,239.36538599903,325.87969462529,328.65580358641,357.87078548517,362.40988807584,357.34001622404,353.82162991483,350.7311784151,359.09397283639,356.46083836136,361.1272736621,362.73679482674,360.4276873184,364.27448996447,364.28923288807,381.63420168342
Non-Annex_I,Oceania,GUM,Guam,CO2,0.14784206298859,0.15064961161892,0.15347538122467,0.15632544546433,0.15923017263026,0.16222904150257,0.16531597842277,0.16849250180549,0.17176164847996,0.17512341844466,0.17859906950882,0.18217038068941,0.18584646244681,0.18963642531127,0.19352204834075,0.19748662895318,0.20152561183943,0.20560559185965,0.20978730579599,0.21411326907557,0.21860777630193,0.22327841959372,0.22803713114597,0.23278369524462,0.23731464434592,0.24150395034017,0.24529846851833,0.24870427250849,0.25170162284471,0.25424648585226,0.25633582433748,0.25852456482411,0.25869881772395,0.25650324321872,0.2524788328318,0.25011191246133,0.24909944248187,0.25018375429431,0.25126006896823,0.25313067821379,0.25325610049421,0.25268740958943,0.2514963417699,0.2505227444634,0.24941964593449,0.24920593009246,0.26407466776013,0.2945997144046,0.33954063378579,0.36211025300753,0.36189654340136,0.35131148521121,0.3681198998301,0.38743723901516
Non-Annex_I,Rest South America,GUY,Guyana,CO2,1502.5053767471,1502.5283852397,1524.5795461512,1766.1229978896,1558.1049740834,1840.3070945857,1865.5273688885,1868.5207136738,1760.6231157189,1681.1698749059,1773.0947469378,1772.7726233774,1442.5583001412,1294.1000209117,1402.6109243608,1440.6806198249,1364.4621394278,1345.4239943955,1395.3883416874,1234.0437959676,1173.65675703,1145.9311540356,1082.4563414364,1088.7559815159,1414.8639627108,1532.3824224677,1581.8298883083,1723.9663753834,1749.3707940483,1737.6003523469,1662.0671199598,1645.5887668596,1623.7354765085,1619.6528481329,1673.4804258049,1483.3979734558,1334.5845526114,1607.0357451336,1605.5219036168,1629.0038900391,1761.1578514001,1833.3772617773,2002.6224352444,1977.4004760465,2065.1347159468,2074.6031968218,2457.1826276082,2468.8421474982,2580.7889674662,2793.429772263,3329.8475571047,3269.7612850801,3322.2218702859,3304.1561950112
